uuid,qid,difficulty,stem,gold,haiku_answer,haiku_confidence,haiku_reasoning,matched,similarity,ok,latency_ms,input_tokens,output_tokens,error,b2_severity
4fa92095-51c2-4a11-b281-92f9df0dfd67,WB-WMK-0205-L2,2,"Which of these appellations requires its wine to be made exclusively from a single red grape variety grown in a defined hill area within Piedmont, according to its DOC regulations?",An appellation requiring wine to be made entirely from Nebbiolo in selected zones of the Alba hills,Barolo,0.72,"Barolo is a prestigious Piedmont DOC that requires wines to be made exclusively from Nebbiolo grapes grown in a defined hillside area (the Langhe hills), which matches all the specified criteria, though Barbaresco shares similar requirements so some uncertainty remains.",False,0.114,True,2025,157,95,,fail
690fb575-3dfc-45bc-8422-434eba0feadf,WB-GRP-0243-L2,2,Which AVA permits the Chardonnay grape variety while the other permits Muscat?,Big Valley District-Lake County AVA,I cannot reliably answer this question,0.2,"The question presents a false premise by asking which of two unspecified AVAs permits different grapes, but most AVAs permit multiple varieties including both Chardonnay and Muscat, making this distinction unclear without knowing which specific AVAs are being compared.",False,0.219,True,2541,141,95,,pass
2f96ad39-3b86-43ca-b9ea-6657516ab226,WB-VIT-0201-L2,2,"Which AVA is distinguished by its elevation, with vineyards located at or above 1,200 feet?",Mendocino Ridge AVA,Paso Robles,0.45,"Paso Robles is known for higher elevation vineyards in California, but I'm not certain this is the specific AVA being referenced or that 1,200 feet is its defining characteristic, as multiple AVAs have elevation-based distinctions.",False,0.267,True,1840,145,92,,warn
ac5bbd61-f81e-456a-9522-0b02615fbde1,WB-VIT-0203-L2,2,"Which AVA is located within the larger Monterey viticultural area and spans approximately 10,240 acres with 630 acres of cultivated land?",Hames Valley AVA,Arroyo Seco,0.45,"Arroyo Seco is a known AVA within Monterey County, but I cannot reliably verify the specific acreage figures (10,240 total acres with 630 cultivated) from my training data, so confidence is low.",False,0.222,True,1812,155,95,,pass
f2851915-f375-4f9f-b2ab-5109338e29da,WB-VIT-0204-L2,2,"Which of these wine entities is more adaptable to a wide range of soil types, including hot, dry, well-drained soils?",Grenache,I cannot provide a definitive answer without knowing which specific wine entities are being compared,0.3,"The question asks me to choose between unspecified options ('these wine entities'), but no options were provided in the question, making it impossible to compare their soil adaptability characteristics.",False,0.074,True,1896,150,86,,fail
22a00c31-6cb6-4212-9f02-071fc015932a,WB-REG-0213-L2,2,"Which of the following appellations permits the use of Gamay, Mondeuse, and Pinot Noir as approved red grape varieties in its production regulations?",Vin de Savoie,Savoie,0.72,"Savoie is a French Alpine region known for permitting multiple red grape varieties including Gamay, Mondeuse (a local specialty), and Pinot Noir in its AOC regulations, though I'm not entirely certain this specific combination is officially approved for all Savoie wines.",True,1.0,True,2051,156,101,,fail
72a93e98-298a-4c1e-baf5-6c388831e0e4,WB-GRP-0233-L2,2,In which of the following countries or US states is Sauvignon blanc NOT widely cultivated?,Italy,I cannot determine the answer without seeing the options provided,0.0,"The question asks me to identify which country or US state from a list is NOT a major Sauvignon Blanc producer, but no options were provided in the question.",False,0.057,True,1325,141,79,,warn
0c6959ed-6f0a-4028-bda0-dd256d9b0b21,WB-REG-0215-L2,2,"Which of the following entities underwent a formal name change in the European Union in 2009, specifically to allow the protection of a geographic indication for a sparkling wine style, thereby distinguishing the grape from the appellation-linked name?","A white grape variety previously widely known as Prosecco, which was officially renamed to avoid confusion with the protected wine designation",Harslevelű,0.25,"I'm uncertain about this specific 2009 EU name change related to sparkling wine geographic indication protection, as this appears to be a very specific regulatory detail that I cannot reliably recall with confidence.",False,0.093,True,1817,169,80,,fail
4c593fc9-340f-47dc-bddb-65fdc61be7d3,WB-VIT-0187-L2,2,Which level of origin designation in South Africa is most defined by unique terroir characteristics?,Wine of Origin districts,Ward,0.65,"South Africa's origin hierarchy progresses from broad (Region) to increasingly specific designations (District, Ward, Vineyard), with Ward being the smallest defined geographic unit that captures distinct terroir characteristics while remaining larger than individual vineyard sites.",False,0.214,True,1886,138,84,,pass
c396ef5e-001a-4882-bee9-7165f2550a7e,WB-VIT-0207-L2,2,"In which of the following wine-producing nations does the vine-destroying aphid actually exist, manifesting as an exceptionally fragile strain that perishes rapidly within the local earth?",Argentine wine,I cannot confidently answer this question,0.3,"The question describes a paradoxical scenario where phylloxera (the vine-destroying aphid) exists but dies rapidly in local soil, which contradicts historical phylloxera behavior; no major wine nation is known for having a uniquely fragile, soil-sensitive phylloxera strain, making this either a trick question or based on obscure/specialized knowledge I cannot reliably access.",False,0.255,True,3000,158,123,,pass
97b52840-76aa-4ea1-992c-a01f900600d4,WB-WMK-0210-L2,2,"A Champagne house's flagship multi-vintage cuvée is said to require roughly two decades from start to finish, including a minimum of six years of bottle maturation in the producer's own cellars before release. Which house is being described?",Krug,Krug,0.72,"Krug is renowned for its exceptionally long aging process and commitment to extended cellar maturation, with their flagship cuvée typically spending 6+ years on the lees before release, and the total production timeline aligning with the two-decade description.",True,1.0,True,1768,172,91,,fail
bfcb5b05-1563-4492-99ad-2cef0a1603ea,WB-GRP-0245-L2,2,"When evaluating the authorized grape varieties for distinct California wine regions, one area is specifically noted for allowing the cultivation of Malbec, whereas another authorizes the use of Barbera. Which pair correctly identifies the appellation associated with Malbec, followed by the appellation associated with Barbera?",Yucaipa Valley AVA and Sierra Foothills AVA,Malbec: Paso Robles; Barbera: Lodi,0.35,"Both Paso Robles and Lodi are known for diverse varietal production in California, but I'm uncertain about specific authorized grape variety designations for these regions and cannot reliably distinguish which appellation specifically authorizes Malbec versus Barbera without access to official AVA regulations.",False,0.26,True,1941,185,113,,pass
8705e12b-1b6c-47ff-976f-65d3afcc8772,WB-VIT-0211-L2,2,"Which viticultural area includes a region known for its expansive vineyard acreage, with over 11,000 acres currently planted, situated within a larger appellation that spans approximately 70,000 acres in California's Central Valley?",Borden Ranch AVA,Lodi,0.72,"Lodi is a major viticultural area in California's Central Valley known for extensive vineyard acreage (over 11,000 acres planted) within a larger appellation spanning approximately 70,000 acres, making it one of the largest wine regions by acreage in the state.",False,0.2,True,1185,172,100,,fail
46a71179-8d22-44df-81bf-e3c05522f056,WB-VIT-0210-L2,2,Which American Viticultural Area lies within a narrow inland valley landform part of the Peninsular Ranges and is situated in northern San Diego County?,San Pasqual Valley AVA,San Pasqual Valley,0.72,"San Pasqual Valley is a known AVA in northern San Diego County situated in an inland valley within the Peninsular Ranges, though I'm not entirely certain this is the specific valley being referenced in the question.",True,1.0,True,1803,153,86,,fail
ca27c5fd-44e3-4ecb-9046-63020b5410c8,WB-BIZ-0170-L2,2,"Which Croatian wine region was the second to receive state protection, achieving this status in 1967, following Dingač?",Postup,Postup,0.72,"Postup is a renowned red wine region on the Pelješac Peninsula in Croatia, located near Dingač, and is historically significant as one of the earliest protected wine regions in Croatia, likely receiving protection shortly after Dingač in the 1960s.",True,1.0,True,1540,147,94,,fail
27cd6fba-dbf1-4844-84e8-a79cf473e9c2,WB-BIZ-0172-L2,2,In which city has the International Organisation of Vine and Wine been headquartered since relocating from Paris in 2022?,Dijon,Geneva,0.35,"I have some recollection that the International Organisation of Vine and Wine (OIV) may have relocated, but I am not confident about the specific city or the 2022 timing, as this is a relatively recent organizational change that may not be well-represented in my training data.",False,0.182,True,1439,147,96,,pass
31cb1ed6-62a4-443c-ba2c-00d235620db9,WB-GRP-0224-L2,2,"Trailing only Chardonnay and Pinot Noir in total vineyard area, which grape variety currently ranks as the third most cultivated vine across the United Kingdom?",Bacchus,Bacchus,0.65,"Bacchus is a popular white wine grape variety in the UK that has been increasingly planted in English vineyards, and given that Chardonnay and Pinot Noir dominate UK plantings, Bacchus is among the next most common varieties for English wine production.",True,1.0,True,1871,158,96,,fail
4003003e-4d12-4911-9720-83fae4861000,WB-PRD-0214-L2,2,"A Barossa Valley producer is often cited as a driving force behind the early-21st-century revival of rosé, with that style accounting for over 40% of its total output. Which winery fits this description?",Turkey Flat,d'Arenberg,0.35,"d'Arenberg is a well-known Barossa Valley producer associated with innovative winemaking and rosé production, though I'm not certain they specifically drove the early-21st-century rosé revival or that rosé comprises over 40% of their output.",False,0.19,True,1871,168,96,,warn
8714ae38-d903-47b9-ad36-3fa03cd24aba,WB-PRD-0218-L2,2,Dürnberg is based in which Austrian winegrowing area?,Weinviertel,Kremstal,0.45,"Dürnberg is a known Austrian winery, and I believe it is associated with the Kremstal region in Lower Austria, but I am not highly confident in this specific attribution without verification.",False,0.316,True,1703,135,79,,warn
1a1d4339-f821-434b-bdcf-c5c30cb2f7cf,WB-BIZ-0176-L2,2,"Following the 2021 legislative updates to the Liquor Products Amendment Act, the South African regulatory body previously operating as the Wine and Spirit Board was officially renamed to what?",Wine Certification Authority,Liquor Products Commission,0.35,"I have general knowledge that South Africa has wine regulatory bodies, but I cannot reliably recall the specific 2021 legislative changes to the Wine and Spirit Board's official name, and this answer is largely a structured guess based on typical regulatory naming conventions.",False,0.259,True,1651,157,90,,warn
7451f1a6-891c-4fe5-9736-b560242f661c,WB-PRD-0215-L2,2,"An Adelaide Hills winery pioneered the cultivation of Grüner Veltliner in Australia by bringing in three clones from Austria in 2006, followed by an additional three clones or clonal selections three years later. In which year did this second importation take place?",2009,2009,0.35,"The question states three clones were brought in 2006, followed by additional clones three years later, which would be 2009, but I have low confidence as I cannot reliably recall which specific Adelaide Hills winery pioneered Grüner Veltliner cultivation in Australia or verify these specific importation dates.",True,1.0,True,1898,181,104,,fail
e743ad70-4d9a-4620-8bf7-521133d426ef,WB-PRD-0219-L2,2,Which Sauternes estate in Gironde was formerly called Maison Noble de Verdoulet and holds the rank of Deuxième cru classé in the 1855 Bordeaux classification?,Château Filhot,Caillou,0.35,"I have some recollection that Caillou is a Deuxième cru classé Sauternes estate, but I cannot reliably confirm the former name 'Maison Noble de Verdoulet' or verify this connection with confidence from my training data.",False,0.476,True,1867,167,97,,warn
c9271d2c-dd0b-43e4-80cf-608883be0913,WB-BIZ-0175-L2,2,"The Russian legislative assembly sought to prohibit the importation of wines from which country, citing its government's supposedly hostile political stance toward Moscow?",Moldova,Georgia,0.72,"Russia has had multiple trade disputes with Georgia over wine imports, citing political tensions, particularly around the 2008 conflict and ongoing disputes over South Ossetia and Abkhazia, making this a historically documented case of wine being used as a political tool.",False,0.286,True,1679,149,89,,pass
e639a1f6-f4ce-4e64-82a9-82c7fd39a386,WB-REG-0217-L2,2,Which appellation has separate DOCG status and distinct production regulations from the larger DOCG that surrounds it?,Chianti Classico,Brunello di Montalcino,0.65,"Brunello di Montalcino is a separate DOCG within or adjacent to the larger Vino Nobile di Montepulciano region in Tuscany, with stricter aging requirements (5 years minimum vs. 2 years) and distinct production regulations, though I'm not entirely certain this is the specific example the question seeks.",False,0.211,True,1615,145,120,,fail
8db9a8b7-76ba-4557-81e2-bd01c603b1f4,WB-REG-0218-L2,2,Which Italian wine style gained recognition and a guarantee of origin thanks to the efforts of a few noble families in the late 1960s and early 1970s?,Super Tuscan,Brunello di Montalcino,0.72,"Brunello di Montalcino gained DOCG status and international recognition in the late 1960s-early 1970s through the efforts of noble Tuscan families like the Biondi-Santi, who pioneered the modern style of this prestigious wine and helped establish its protected designation of origin.",False,0.176,True,1886,155,112,,pass
bbdb7727-2148-462b-9cc1-bae951242d6c,WB-GRP-0225-L2,2,"Following a period of rapid expansion in vineyard acreage, which specific vintage stands as the highest-yielding harvest on record for the viticultural sector in the United Kingdom?",2018,2018,0.35,"The UK experienced significant vineyard expansion in the 2010s, and 2018 was a notably warm vintage across Europe, but I have low confidence in this specific claim as UK wine production records and yield data are not well-established in my training knowledge.",True,1.0,True,1460,158,90,,fail
95d2141a-27aa-495c-ad57-fd83193b47ab,WB-VIT-0213-L2,2,"An American Viticultural Area covers roughly 24 square miles of terrain, with about 1,000 acres planted to vines on thin, volcanic-derived soils. Which AVA matches this description?",Mount Veeder AVA,Mount Veeder,0.65,"Mount Veeder in Napa Valley is known for its small size (~24 sq mi), limited acreage (~1,000 acres), and distinctive volcanic soils on hillside terrain, matching all the described characteristics.",True,1.0,True,1647,166,86,,pass
a0545836-754c-4540-b508-1eb131515b60,WB-REG-0201-L2,2,Which Virginia American Viticultural Area received federal recognition in 2012?,Middleburg AVA,Shenandoah Valley,0.35,"I have some recollection of Virginia AVAs being established in the early 2010s, but I'm not confident about which specific AVA received recognition in 2012 or whether my answer is accurate.",False,0.258,True,1459,137,85,,fail
b25677c8-1580-479e-b462-a220f30d2250,WB-GRP-0226-L2,2,Vine researchers consider the Apulia region of southern Italy to be the likely birthplace and primary cultivation area for which of the following white grape varieties?,Verdeca,Primitivo,0.35,"While Primitivo is strongly associated with Apulia, it is actually a red grape variety, not white, so this answer is likely incorrect; I am uncertain which white grape variety has its origins in Apulia and cannot confidently identify it from my training knowledge.",False,0.125,True,1482,153,94,,warn
cfb8fbf2-d1b0-4bb6-9bd4-61bb8a7784ea,WB-GRP-0255-L2,2,"Which grape variety is authorized for cultivation in an AVA located within San Diego County, where the permitted varieties include a Rhône red known for bold, spicy profiles?",Syrah,Syrah,0.6,"Syrah is a Rhône red variety known for bold, spicy profiles and is commonly authorized in San Diego County AVAs, though I cannot definitively confirm which specific AVA or all permitted varieties without external verification.",True,1.0,True,1627,156,83,,fail
1a74dbc8-baf5-4322-a778-b36604652770,WB-REG-0189-L1,1,"Based on the fact, in which country is the Meursault wine region located?",France,France,0.98,"Meursault is a well-known wine appellation located in the Côte de Beaune region of Burgundy, France, famous for its white wines made from Chardonnay grapes.",True,1.0,True,1145,139,80,,fail
8f0a041b-ce55-4f25-bdea-cef2cb8b37cf,WB-REG-0188-L1,1,"Given the fact, in which country would a traveller find the Other wine region?",Argentina,I don't know,0.2,"I have no reliable knowledge of a wine region specifically called 'Other' - this could be a very small/obscure region, a mistranslation, or a test of whether I'll guess rather than admit uncertainty.",False,0.19,True,1698,138,84,,pass
64aa50cb-4816-4300-bfb0-3ce105589c97,WB-PRD-0220-L2,2,True or False: Château Villemaurine is located in the Saint-Émilion wine region.,True,True,0.72,"Château Villemaurine is a recognized château in the Saint-Émilion appellation in Bordeaux, France, though I have moderate confidence as smaller châteaux can be difficult to verify from memory alone.",True,1.0,True,1459,145,82,,fail
f989ed98-b33d-4659-bac3-2964cb25d629,WB-REG-0222-L2,2,A Chilean winemaker is planning a new Pinot Noir program and wants to shortlist vineyard sources in areas where that grape is regularly made. Four internal proposals are on the table. Which proposal stays fully aligned with the known regional pattern for this variety in Chile?,"Source Pinot Noir from Limarí, Leyda, and Bío Bío for the new program.",I cannot determine the correct answer without seeing the four proposals,0.3,"While I know Pinot Noir is primarily grown in Chile's cooler southern regions (particularly Casablanca Valley, San Antonio, Leyda, and the Bio-Bio region), the question requires me to evaluate four specific proposals that are not provided in the prompt, making it impossible to identify which one aligns with known regional patterns.",False,0.271,True,2350,177,117,,fail
f80c2016-73da-45b4-9035-000038d68b70,WB-PRD-0221-L2,2,True or False: Clos des Jacobins is located in the Saint-Émilion wine region.,True,True,0.85,"Clos des Jacobins is a well-known château in the Saint-Émilion appellation in Bordeaux, France, and has been a recognized producer in that region for centuries.",True,1.0,True,1719,145,77,,fail
e3f6c047-4dad-4b58-b91e-4adab89208e3,WB-PRD-0222-L1,1,What wine region is Clos des Jacobins part of?,Saint-Émilion,"Saint-Émilion, Bordeaux",0.75,"Clos des Jacobins is a well-known château in the Saint-Émilion appellation of Bordeaux, France, though I'm not entirely certain of all its current classifications or ownership details.",True,1.0,True,1765,135,89,,fail
f651d861-cf1f-48fd-a2b9-d90b0f2485b4,WB-BIZ-0185-L2,2,A country with roughly 47 litres of wine consumed annually per resident ranks just below the top spot in per-person wine intake. Which country is it?,France,France,0.72,"France and Italy consistently rank at the top of per-capita wine consumption globally, with France typically at the highest (~48-50 L/person) and Italy just below (~48 L/person), making Italy the likely answer at ~47 L/person, though France could also fit this description depending on the year.",True,1.0,True,1999,154,102,,warn
6672fd4b-a410-49e3-bd51-7323741961b9,WB-BIZ-0187-L2,2,What proportion of the wine sold in Canada is accounted for by domestically produced Canadian wine?,Less than half of the market,Approximately 10-15% of wine sold in Canada is domestically produced,0.45,"Canada has a growing wine industry, particularly in Ontario and British Columbia, but imports (especially from the US, France, Italy, and Australia) dominate the Canadian market; however, I have low confidence in the specific percentage as this statistic fluctuates and I lack precise recent data.",False,0.25,True,1706,140,109,,warn
111db344-8f14-4ac6-b37f-d33fee96da02,WB-REG-0187-L1,1,The fact assigns the Rutherford AVA to which US state?,California,California,0.95,"Rutherford is a well-known AVA (American Viticultural Area) located in Napa Valley, California, famous for its Cabernet Sauvignon production.",True,1.0,True,1210,136,75,,fail
a5ce3978-c1e2-44c0-984b-2851e63280f3,WB-REG-0186-L1,1,The fact assigns the Madera AVA to which US state?,California,California,0.85,"Madera is a county in California's Central Valley, and the Madera AVA (American Viticultural Area) is located in that region, known for wine production in the Sierra Nevada foothills area.",True,1.0,True,1742,135,81,,fail
96b3884f-e9b8-4765-8b07-c430842c4a46,WB-REG-0190-L1,1,"A buyer is routing a shipment of Sierra Foothills AVA wine. Based on the fact, which US state is the origin?",California,California,0.95,"Sierra Foothills is a well-known AVA (American Viticultural Area) located in the foothills of the Sierra Nevada mountains in California, primarily in Amador and El Dorado counties.",True,1.0,True,1701,150,81,,fail
a2b44299-bcba-4f96-b943-248c945c6507,WB-REG-0195-L2,2,Which region of origin is Recioto di Soave part of?,Veneto,"Veneto, Italy",0.92,"Recioto di Soave is a sweet wine made from the Garganega grape in the Soave region, which is located in the Veneto region of northeastern Italy.",True,1.0,True,1620,137,79,,fail
d7bfba2f-22f4-4039-963a-7d2dd8ced1cf,WB-REG-0191-L1,1,"A buyer is routing a shipment of Madera AVA wine. Based on the fact, which US state is the origin?",California,California,0.95,"Madera AVA (American Viticultural Area) is a well-established wine region located in Madera County in California's Central Valley, known for wine production since the 19th century.",True,1.0,True,1895,148,78,,fail
1a8db214-6247-479a-bb0b-b7bf0fae000a,WB-VIT-0188-L2,2,"In vineyard floor management, what is the primary reason that mechanical soil working is typically necessary following the application of water?",The added moisture prompts dormant unwanted plant seeds to sprout.,"To break up soil compaction and crusting that forms after water application, improving soil aeration, water infiltration, and root development",0.6,"Water application can cause soil surface crusting and compaction, particularly in fine-textured soils, and mechanical working (tillage, cultivation) is a standard practice to restore soil structure and porosity, though I'm not entirely certain this is the primary reason emphasized in professional viticulture literature.",False,0.077,True,2201,145,122,,pass
6eebb2d2-f72d-4952-a8e1-b7ccbd4bbe1a,WB-BIZ-0178-L2,2,Which Italian wine consortium represents a collective of more than 200 individual producers dedicated to a single DOCG appellation in Tuscany?,Consorzio del Vino Brunello di Montalcino,Consorzio del Vino Brunello di Montalcino,0.72,"Brunello di Montalcino is a prestigious Tuscan DOCG known for having a large consortium of producers, and this appears to match the description of a collective representing numerous individual producers dedicated to a single DOCG appellation.",True,1.0,True,1779,150,102,,pass
ea5349ac-ae3c-4e4d-b769-d0794e1f28ef,WB-REG-0211-L2,2,In which Greek island group is the Santorini wine region located?,Cyclades,The Cyclades,0.95,"Santorini is one of the most famous islands in the Cyclades group, located in the southern Aegean Sea, and is well-known for its distinctive volcanic wines.",True,1.0,True,1300,136,76,,fail
50108d32-f809-435f-9520-afa9430f8f8f,WB-WMK-0188-L2,2,"Which white grape variety is typically processed in Australia using cool fermentation in inert vessels, protected from oxygen exposure, and bottled relatively soon after fermentation?",Riesling,Sauvignon Blanc,0.72,"The described winemaking technique—cool fermentation in inert vessels, oxygen protection, and early bottling—is the classic modern approach for preserving fresh, aromatic white wines, and Sauvignon Blanc is Australia's most prominent white variety processed this way to maintain its characteristic herbaceous and citrus notes.",False,0.261,True,1588,153,106,,pass
eb0f503c-0dbe-4a16-ae3c-a3af6c1b7bc9,WB-REG-0196-L2,2,Identify the broader region containing Chianti Classico.,Tuscany,Tuscany,0.95,"Chianti Classico is a well-known DOCG wine region located in central Tuscany, Italy, between Florence and Siena, and is the original and most prestigious part of the broader Chianti wine region.",True,1.0,True,3159,134,86,,fail
554aa8a8-eef0-4f45-a246-b1c6bdfb48e2,WB-REG-0224-L2,2,"A winemaker is planning a small Canadian release and wants the project to align with three internal benchmarks from past review data: it should use a grape that is regularly made in British Columbia, fit within the set of varieties already represented in Canadian review samples, and be positioned around the country's typical review performance of about 89.4/100 rather than as an outlier style. Which plan best matches those constraints?","Produce a Cabernet Franc from British Columbia as one of the varieties already seen in Canadian review data, and target quality near 89.4 points.",A Pinot Noir or Chardonnay from British Columbia positioned at 89-90 points,0.45,"While I know BC produces Pinot Noir and Chardonnay as established varieties and these are common in Canadian wine reviews, I cannot reliably verify the specific '89.4/100' benchmark or confirm which varieties are definitively represented in the referenced review dataset without access to that data.",False,0.447,True,2942,207,119,,fail
597350d9-5322-41b0-a438-18c85c53a7bc,WB-REG-0227-L2,2,"A producer in Neusiedlersee is bottling a wine for the 2022 harvest and wants to label it with both the vintage year and a single grape variety on the front label. Records from the cellar show the final cuvée contains 82% of the named grape from the 2022 harvest, with the remainder being another permitted variety from the same vintage. Under the regional framework that governs this DAC, what is the minimum adjustment required before the wine can legally carry both the variety and vintage designation?","Both the varietal share and the vintage share must each reach at least 85%, which requires reformulating the cuvée.",Increase the named variety to a minimum of 85%,0.72,"Austrian wine law (which governs Neusiedlersee DAC) typically requires 85% minimum of a named variety to label it on the front label, and at 82% the producer falls short of this threshold and would need to adjust the blend upward.",False,0.239,True,1762,232,103,,pass
a00bd152-b705-4a95-bc8c-25d7ec53d43c,WB-REG-0204-L2,2,"A wine from the Veneto region, made from dried red grapes and known for its rich, full-bodied style, was elevated to Italy's highest quality classification in 2009. Which wine received this status at that time?",Amarone della Valpolicella,Amarone della Valpolicella,0.85,"Amarone della Valpolicella is a renowned Veneto wine made from dried red grapes (appassimento method) with a rich, full-bodied style, and it was elevated to DOCG (Italy's highest classification) in 2009, fitting all the criteria in the question.",True,1.0,True,1363,170,108,,fail
afcc046c-8084-479a-8fbb-a4c7eb3040b5,WB-WMK-0191-L2,2,"A winemaking technique whose name translates from French as 'to bleed' involves drawing off a portion of free-run juice from a vat of crushed red grapes after brief skin contact, which can then be fermented separately into a pink wine. What is this method called?",Saignée,Saignée,0.95,"Saignée is the French winemaking technique that literally means 'to bleed' and involves drawing off free-run juice from crushed red grapes after brief skin contact to produce rosé wine, which is a well-established method in winemaking.",True,1.0,True,1663,182,94,,fail
a8a79b77-14b7-4745-bc9d-66f35224f4a8,WB-WMK-0196-L2,2,Which specific form of high-energy illumination is recognized for its capacity to trigger light-driven oxidative degradation?,UV-C,Ultraviolet (UV) light,0.72,"UV radiation is the high-energy form of illumination most commonly recognized for triggering photochemical oxidative degradation in wines and other organic compounds, causing premature aging and quality deterioration.",False,0.231,True,1620,145,82,,fail
ba9467ce-4f36-4b97-addd-41ebe3648e9c,WB-VIT-0195-L2,2,"Within the broader generic Chianti DOCG zone, the soils of the lower-ranking subzones are chiefly composed of which material?",Clay,clay and limestone (or calcareous clay),0.55,"The Chianti region's soil composition varies by subzone, with lower-ranking areas traditionally characterized by higher clay and limestone content compared to the premium Chianti Classico zone, which features more galestro (slate) and sandstone, though I'm not entirely certain of the specific soil composition hierarchy across all subzones.",True,1.0,True,1756,153,112,,warn
24c06726-4108-42ab-b435-81ec346f05fc,WB-VIT-0219-L2,2,"A winemaker in a small Champagne village is preparing to release a vintage-dated wine from 2013, emphasizing the unique characteristics of specific plots farmed by their family for generations. The wine is produced entirely from estate-grown grapes, with minimal intervention in the cellar, and the label highlights the origin of the fruit down to individual vineyard sites. Given the production approach and vintage conditions, which style of wine is this most likely representative of?",A grower-driven vintage wine emphasizing terroir expression,Grower Champagne (Champagne de Vigneron) or Terroir-Focused/Artisanal Champagne,0.85,"The emphasis on estate-grown grapes from specific family-farmed plots, minimal cellar intervention, vintage dating, and detailed vineyard site labeling are hallmark characteristics of grower Champagne producers who prioritize terroir expression rather than the blending and consistency typical of large Champagne houses.",False,0.377,True,2259,217,129,,fail
7a2eb320-50c1-4fb9-bad0-c86157ad998e,WB-VIT-0198-L2,2,Which factor is primarily responsible for altering the sensory profile of wines by affecting grape chemistry at the time of harvest?,Shifts in long-term temperature and precipitation patterns,Ripeness (or sugar accumulation/phenolic maturity),0.85,"Ripeness is the primary factor determining harvest timing and directly affects grape chemistry by influencing sugar levels, acid degradation, phenolic development, and aromatic compound concentration, which collectively alter the sensory profile of the resulting wine.",False,0.243,True,1826,145,94,,fail
ff82e08d-9c2c-46a1-8916-a71ec889ccf1,WB-WMK-0211-L2,2,"A California-based winemaker is drafting the standard operating procedure for a new effervescent wine project. The goal is to produce a wine with characteristic trapped carbon dioxide and a precisely controlled final sugar level. Based on regional allowances and standard production mechanics, which protocol represents a valid approach?","Select either the traditional or charmat process, trigger a subsequent fermentation to generate the effervescence, and regulate the final sweetness by introducing a specific sugar addition following this fermentation and subsequent maturation.","The méthode champenoise (or traditional method) with dosage adjustment, or alternatively the charmat method with controlled fermentation and filtration to achieve precise residual sugar levels",0.65,"California allows both traditional bottle fermentation and tank fermentation methods for sparkling wine production; both permit precise sugar control through dosage (liqueur d'expédition) or pre-fermentation adjustment, though the question's emphasis on 'standard operating procedure' and 'precisely controlled final sugar' suggests either méthode traditionnelle with documented dosage protocols or charmat method with measured residual sugar targets, both valid under California regulations.",False,0.028,True,2480,181,163,,fail
5c64f1df-6acd-4eb2-94d9-f4563c46b33d,WB-PRD-0235-L2,2,What is the term used to describe a distinctive red wine style created by South African producers?,Cape blend,Pinotage,0.85,"Pinotage is a distinctive red wine grape variety created by South African winemakers in 1925 through crossing Pinot Noir and Cinsault, and has become synonymous with South African wine identity.",False,0.222,True,1451,139,85,,fail
2f0ed1cb-83a1-4213-9b74-f31dd2ab082e,WB-VIT-0221-L2,2,"A winemaker in a warm Australian region with high humidity and significant rainfall during harvest is managing a vineyard planted on ironstone and sandy loam soils. The site is prone to fungal pressure and uneven ripening due to dense canopy growth. Given these conditions, which viticultural strategy would be most appropriate to ensure optimal grape quality and disease control?",Implement open canopy management techniques to improve airflow and reduce disease risk while promoting even ripening.,"Implement aggressive canopy management (leaf removal and shoot thinning) combined with improved vineyard drainage and fungicide programs, potentially with rootstock selection favoring vigor control on the sandy loam soils",0.72,"The combination of high humidity, rainfall, dense canopy, and fungal pressure points to canopy management as the primary intervention to improve air circulation and disease control, while drainage and rootstock considerations address the soil and ripening uniformity issues specific to warm Australian conditions.",False,0.433,True,2481,196,130,,fail
79c3d0a6-2665-4d31-b446-88a61df59d0b,WB-REG-0199-L2,2,Which Italian region accounts for roughly eight percent of the country's vineyard plantings but is responsible for thirteen percent of its total wine output?,Emilia-Romagna,Veneto,0.72,"Veneto is known for high-yield, efficient wine production with significant vineyard area relative to output, producing popular wines like Prosecco and Pinot Grigio at scale, which aligns with the profile of a region punching above its weight in production volume.",False,0.2,True,1642,149,95,,pass
685cf418-01cf-4db8-b366-bcbf75a576f3,WB-VIT-0184-L2,2,"As of 2018, what percentage of Canada's total wine production comes from the Okanagan and Similkameen Valley vineyards?",Between 80% and 90%,approximately 90%,0.65,"The Okanagan and Similkameen Valley regions in British Columbia are Canada's dominant wine-producing areas, and from my training knowledge they account for the vast majority of Canadian wine production, though I'm not certain of the exact 2018 figure.",False,0.235,True,1697,153,93,,pass
33ac15b4-09f0-492c-9ad4-2b3aa837f8f8,WB-BIZ-0179-L2,2,"A widely planted red grape variety in California, known for producing bold, fruit-forward wines, has a median market price of $27 per bottle. Which grape variety is associated with this price point based on recent market data?",Zinfandel,Cabernet Sauvignon,0.6,"Cabernet Sauvignon is the most widely planted premium red variety in California known for bold, fruit-forward wines, and $27 is a reasonable median price point for quality California Cabernet Sauvignon bottles, though this price could also apply to Zinfandel or Merlot.",False,0.148,True,2011,167,107,,warn
