fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
3c45a680-d2de-44e2-8575-a8b472b1f76d,wine_regions,portugal,Alentejo wine some areas are also classified at the higher Denominação de Origem Controlada (DOC) level under the designation Alentejo DOC.,True,False,0.25,What is the higher classification level that some Alentejo wine areas can achieve in Portugal's wine classification system?,Denominação de Origem Controlada (DOC),"While DOC is a known Portuguese classification tier, the specific fact that Alentejo areas can be classified as 'Alentejo DOC' (rather than just DOC) is regulatory minutiae that most LLMs would not reliably know without explicit training on Portuguese wine law.",2073,298,154,
3d453db8-25f3-4d0f-9de0-0c638baba7b0,grape_varieties,,Verdiso is a white Italian wine grape variety grown primarily in province of Treviso in the Veneto wine region of northeast Italy.,True,False,0.15,Verdiso is a white wine grape variety primarily grown in which Italian province and region?,Treviso province in the Veneto region of northeast Italy,"Verdiso is a relatively obscure regional grape variety; while Veneto is well-known, the specific association of Verdiso with Treviso province is niche knowledge unlikely to be reliably in an LLM's training data.",1682,291,142,
3c657e7f-0ad4-42fb-abf4-b3b487816afc,wine_business,global_statistics,France has the second-highest per-capita wine consumption at approximately 47 litres per person per year.,True,False,0.15,Which country has the second-highest per-capita wine consumption in the world?,France,"While France is famous for wine production, the specific ranking of per-capita consumption (second place at ~47L/person/year) is a precise statistic that would require knowledge of consumption data across multiple countries, and most LLMs would likely guess Italy or France without reliable certainty about the ranking order.",2252,284,139,
3e4ce869-9c31-4012-81c1-c14b8d6b1c79,wine_regions,us_avas,The Russian River Valley AVA was established in 1983 in California.,True,False,0.15,In what year was the Russian River Valley AVA established?,1983,The specific establishment year of a regional AVA is regulatory minutiae that most LLMs would not reliably know without explicit training on wine history documentation.,1600,277,103,
3d7326e7-0300-4d61-8f9f-123af6cc7e43,viticulture,,"Similarly, ‘Malvasija dubrovačka’, was reduced to 200-300 vines two decades ago but is now grown on nearly 40 hectares approximately Dubrovnik, yielding high-quality wines, including premium des­sert wines.",True,False,0.92,How many hectares is Malvasija dubrovačka currently grown on near Dubrovnik?,Nearly 40 hectares,This specific quantitative statistic about a niche Croatian grape variety's current cultivation area is too precise and localized to be reliably known from general training data without the source fact.,1791,319,123,
3e4fac1b-7c42-4d81-9270-1e3a2f1a379d,producers,australia,"The term ‘Barossa Valley’ was registered as an AGI on 15 August 1997 and as of 2012, it is represented by 37 wineries.",True,False,0.95,How many wineries were represented in the Barossa Valley as of 2012?,37 wineries,This is a specific numerical statistic from a particular year that would not be part of general training knowledge and requires the exact fact provided.,1977,302,107,
4199e8b9-cdc8-4244-b8da-53fdf4274bce,grape_varieties,new_zealand,"New Zealand Pinot Gris is best enjoyed relatively young, cellar between 1 to 4 years.",True,False,0.15,What is the recommended cellaring window for New Zealand Pinot Gris?,1 to 4 years,"While a strong LLM would know that NZ Pinot Gris is a young-drinking style, the specific 1-4 year window is a precise statistic that requires either specialized wine knowledge or exposure to this particular fact.",1662,287,133,
3f386b15-02bb-45ff-9bc2-a5c63e70c6d0,grape_varieties,australia,"Cabernet Sauvignon, Chardonnay, Malbec and Riesling are some of the largest plantings in the area.",True,False,0.15,Which of the following grape varieties are among the largest plantings in the area?,"Cabernet Sauvignon, Chardonnay, Malbec and Riesling","The fact omits the specific region entirely, making it impossible for an LLM to determine which area is referenced or verify these plantings without the context—this requires the specific fact to answer correctly.",2390,295,138,
429bdec5-fb26-4d99-8954-dbb76b6b7909,wine_business,south_africa,"Under the provisions of the Liquor Products Amendment Act of 2021, the name of the Wine and Spirit Board was changed to Wine Certification Authority with effect from 1 August.",True,False,0.05,"Under the Liquor Products Amendment Act of 2021, what was the Wine and Spirit Board renamed to?",Wine Certification Authority,"This is a specific regulatory change from a particular 2021 amendment act that would not be part of general LLM training knowledge unless extensively covered in news or official documentation, making it a niche institutional fact rather than widely-known wine knowledge.",1890,300,136,
45bce9e7-56fd-4ca2-8b9e-3928b8554db2,wine_regions,usa,"states, up to 90% (by some estimates) of American wine is produced in the state.",True,True,0.92,Approximately what percentage of American wine is produced in California?,Up to 90%,"California's dominance in U.S. wine production is extremely well-established general knowledge; most strong LLMs would confidently know California produces the vast majority of American wine, though the precise 90% figure might vary slightly in recall.",2028,282,125,
46575b9c-86c8-43c9-963e-2cac4d4c5d66,producers,georgia,Seven Georgian wineries were later closed down after the government revision revealed that they had produced falsified wine.,True,False,0.05,How many Georgian wineries were closed down after a government revision revealed they had produced falsified wine?,Seven,"This is a specific factual claim about a particular regulatory action involving a precise number of Georgian wineries, which is unlikely to be part of general LLM training data and requires knowledge of this specific incident.",2025,282,121,
489fe722-d4b2-42fb-982b-192ff7242dc0,wine_regions,eu_regulations,"Sparkling wine in central Italy, lesser known Red Vernaccia produces semi-sweet sparkling reds.",True,False,0.15,What style of wine does Red Vernaccia produce in central Italy?,Semi-sweet sparkling red wine,"Red Vernaccia is a niche, lesser-known grape variety with specific regional production characteristics that would not be reliably known by most LLMs without specialized wine knowledge or exposure to this particular fact.",2032,285,123,
468fed0b-f0f4-43dd-b54f-65c2431c8351,viticulture,australia_nz,"Hunter Valley plantings to the west were limited by spring frost damage, northern reaches leading to the Hunter became, almost by default, the wine region of the new colony.",True,False,0.15,Why did the northern reaches of the Hunter Valley become the primary wine region of the new Australian colony rather than the western plantings?,"Western plantings were limited by spring frost damage, so the northern reaches became the wine region by default.","While Hunter Valley is famous, the specific causal claim about frost damage in the west determining regional development is a precise historical detail unlikely to be reliably known by LLMs without the source material.",2223,295,144,
4992db6e-b70a-4748-a0cb-980884a8fa5e,grape_varieties,oiv_varieties,"Tempranillo is the third-most planted grape variety globally with approximately 231,000 hectares, predominantly in Spain.",True,False,0.15,"Approximately how many hectares of Tempranillo are planted globally, and in which country is it predominantly grown?","Approximately 231,000 hectares, predominantly in Spain","While a strong LLM would know Tempranillo is Spanish and widely planted, the specific figure of 231,000 hectares is a precise statistic that requires access to current viticultural data rather than general wine knowledge.",1708,288,144,
4acc53f8-0d09-4122-91f4-38c08bab91d5,wine_regions,appellations,"Vin de Savoie AOC permits Gamay, Mondeuse, Pinot Noir for red wine production.",True,False,0.15,Which of the following red grape varieties are permitted in Vin de Savoie AOC?,"Gamay, Mondeuse, and Pinot Noir","While Gamay and Pinot Noir are famous grapes, the specific regulatory approval of all three for Vin de Savoie AOC—particularly the inclusion of Mondeuse and the exact permitted list—is regulatory minutiae that requires knowledge of this specific appellation's rules rather than general wine knowledge.",1932,291,162,
4c0f7293-ae59-4a48-956e-ad16cef90a3e,producers,lebanon_israel,Château Musar has not yet been released commercially.) The 1992 red Chateau Musar production was declassified due to a weak vintage.,True,False,0.15,Why was the 1992 red Château Musar production declassified?,Due to a weak vintage,"This requires specific knowledge of Château Musar's 1992 vintage decision, which is a niche producer detail unlikely to be in general training data despite Musar being a known Lebanese winery.",2068,296,124,
4be36ac2-21b6-4302-9fbf-fa734d165b6d,viticulture,usa,Howell Mountain AVA distinguish its viticultural features from surrounding areas.,True,True,0.72,What are the distinguishing viticultural features of Howell Mountain AVA?,"Howell Mountain AVA is distinguished by its high elevation (1,400-2,600 feet), volcanic soils, cooler temperatures, and fog influence that differentiate it from surrounding Napa Valley areas.","Howell Mountain is a well-known Napa AVA with documented elevation and soil characteristics that a strong LLM would likely know, though the specific viticultural distinctions are moderately specialized wine knowledge rather than mainstream.",2281,277,168,
4dc80cbf-85c8-42fa-b692-b04bd5cb89e9,viticulture,champagne,"Some growers will craft their wine to reflect the terroir of that village, or even specific plots within the village.",True,True,0.92,What practice do some wine growers use to emphasize the characteristics of a specific geographic area or vineyard location in their wine?,Crafting wine to reflect terroir of a village or specific plots,"The concept that growers intentionally craft wines to express terroir at village or plot level is fundamental, widely-taught wine knowledge that any strong LLM would know from general training on wine education materials.",2047,285,140,
4bd0dd26-e30b-46c7-877e-077a7ae4b472,wine_regions,appellations,"Bandol AOC permits Clairette, Ugni Blanc, Bourboulenc for white wine production.",True,False,0.15,Which white grape varieties are permitted in Bandol AOC?,"Clairette, Ugni Blanc, and Bourboulenc","While Bandol is a known Provençal region famous for rosé and red wines, the specific permitted white varieties and their regulatory details are regulatory minutiae that most LLMs would not reliably know without explicit training on French AOC specifications.",2594,288,140,
4f6bbb31-74ca-4a63-95c9-2e03a4e1178f,wine_regions,italian_regions,The Molise region of Italy does not have any DOCG appellations.,True,False,0.15,How many DOCG appellations does the Molise region of Italy have?,Zero (or none),"While a strong LLM might know Molise is a minor Italian region, the specific fact that it has zero DOCG appellations (rather than one or more) is regulatory minutiae unlikely to be in training data unless the model has detailed Italian wine classification knowledge.",2073,278,135,
4ebb2d07-7d5e-40b1-93f1-fa180610dec5,wine_regions,hungary,"(This is the type of wine that should be on the papal table.) Gustav III, King of Sweden.",True,False,0.15,"Which wine did Gustav III, King of Sweden, believe was worthy of the papal table?",Tokaji (or a specific Hungarian/Eastern European wine),"This is a specific historical attribution that requires knowledge of this particular quote and which wine Gustav III was endorsing, which is not part of standard wine knowledge.",2540,282,119,
4fdc6c19-d070-41b3-b85e-07f232a755bd,wine_regions,appellations,"Chianti Classico is a separate DOCG from Chianti DOCG, with its own distinct production regulations and territory.",True,True,0.92,"Is Chianti Classico a separate DOCG designation from Chianti DOCG, or are they the same classification?","Chianti Classico is a separate DOCG from Chianti DOCG, with its own distinct production regulations and territory.",The distinction between Chianti Classico and Chianti DOCG is foundational Italian wine taxonomy that appears in standard wine education materials and would be known by any LLM trained on comprehensive wine literature.,2250,290,158,
50e0ff71-072d-46f1-b3fa-a94d677ffae7,viticulture,sustainability,"According to the OIV, the global area under organic viticulture was approximately 540,000 hectares in 2022, representing about 7.5 percent of total vineyard area.",True,False,0.92,"According to the OIV, what percentage of global vineyard area was under organic viticulture in 2022?",Approximately 7.5 percent,"This is a precise, recent statistical claim from a specific organization (OIV) that would require either direct knowledge of 2022 OIV data or reliable training data including this exact figure, which is unlikely to be widely memorized general wine knowledge.",2000,304,144,
52f7cab2-c3d8-483f-93c5-b92fc7f59684,wine_business,spain,"The Vino de Pago classification was introduced in 2003 by a decision in the Cortes Generales, the Spanish parliament, to help further improve the quality of Spanish wine.",True,False,0.15,In what year was the Vino de Pago classification introduced in Spain?,2003,"While Vino de Pago is a real Spanish wine classification, the specific year 2003 is a precise regulatory detail that most LLMs would not reliably know without explicit training on Spanish wine law documentation.",1618,303,123,
52ef5a0b-da62-4052-8ee4-8d031cf9f9e9,winemaking,champagne,"In total, about  twenty years are required to create a bottle of Krug Grande Cuvée, including at least six years during which the bottle sits in the Krug cellars.",True,False,0.15,How long does Krug Grande Cuvée typically spend aging in the Krug cellars?,At least six years,"While general knowledge about Champagne aging exists, the specific cellaring duration for this particular cuvée is a precise producer-specific detail unlikely to be reliably known without exposure to Krug's marketing materials or this fact.",1996,302,131,
5167a52f-5d51-4b3b-8533-bc8b42caba82,viticulture,australia_nz,"Grenache prefers hot, dry soils that are well drained but it is relatively adaptable to all vineyard soil types.",True,True,0.78,"What type of soil conditions does Grenache prefer, and how adaptable is it to different soil types?","Grenache prefers hot, dry soils that are well drained but is relatively adaptable to all vineyard soil types.","Grenache's preference for hot, dry, well-drained conditions is well-established wine knowledge (especially given its prominence in southern Rhône and Spain), though the specific claim about adaptability to 'all' soil types is somewhat nuanced and a strong LLM might hedge or partially miss this qualifier.",2150,289,172,
54e4dc4d-6d29-47b5-a733-727df8a1669a,viticulture,usa,Dos Rios AVA the Dos Rios region cooler in the summer and warmer in the winter than regions to the east that have a more continental climate.,True,False,0.15,How does the Dos Rios AVA's climate compare to regions to its east in terms of seasonal temperature variation?,Dos Rios AVA is cooler in summer and warmer in winter than the more continental regions to the east,This is a specific regional climate comparison for a relatively obscure AVA that would require detailed local knowledge or the provided fact; most LLMs would lack reliable information about Dos Rios AVA's precise seasonal temperature patterns relative to neighboring regions.,1958,298,159,
55669d60-f53b-4e2e-a38b-1547b29153fe,wine_regions,hungary,"The original meaning of the Hungarian word aszú was ""dried"", but the term aszú came to be associated with the type of wine made with botrytised (i.e.",True,False,0.25,What was the original meaning of the Hungarian word 'aszú' before it became associated with a wine style?,Dried,"While a strong LLM might know that aszú refers to botrytised wines from Tokaj, the specific etymological claim about the original meaning being 'dried' is a precise linguistic/historical detail that would require exposure to this particular fact rather than general wine knowledge.",1985,302,143,
572d33b7-423f-4f9e-b14a-85e3be02ebeb,grape_varieties,,"Sauvignon blanc is widely cultivated in France, Argentina Chile, Romania, Canada, Australia, New Zealand, South Africa, Bulgaria, the states of Oregon, Washington, and California in the US.",True,True,0.92,Which of the following countries is NOT a major producer of Sauvignon Blanc?,"Any option not in the list (e.g., Italy, Spain, Germany)","New Zealand, France, Australia, and South Africa are iconic Sauvignon Blanc regions that any strong LLM would know from general wine knowledge; the specific enumeration of all 11 regions is not necessary to answer a well-constructed negative question.",2138,303,146,
55e164aa-fbe4-4e3d-8c27-f97f1b72f644,grape_varieties,native_varieties,Garganega is an ancient white grape variety native to the Veneto region and is the principal grape of Soave wines.,True,True,0.92,What is the principal grape variety used to make Soave wines?,Garganega,"The Soave-Garganega pairing is a classic, well-documented wine fact that appears in standard wine education materials and would be known to strong LLMs from their training data on wine regions and grape varieties.",2548,289,123,
57ff7231-4b3e-4460-8164-0cea91534aed,viticulture,viticulture_general,"With cane pruning, the entire section of wood that was tied down in the previous dormant season is removed from the fruiting wire.",True,False,0.25,"In cane pruning, what happens to the section of wood that was tied down during the previous dormant season?",It is removed from the fruiting wire,"While cane pruning is a known viticultural technique, the specific procedural detail about removing the entire previous season's tied-down wood from the fruiting wire is a technical practice detail that requires specialized viticulture knowledge beyond general wine education.",1647,290,141,
5a09aca7-58a2-4b5a-859c-aa5e13fb446e,wine_business,slovenia,Several studies have concluded that regular consumption of red wine such as Cviček (1 to 2 glasses per day) improves the antioxidant activity of the blood and prevents the aggregation.,True,False,0.15,What is Cviček?,Cviček is a red wine,"Cviček is a relatively obscure Croatian wine that most LLMs would not reliably identify without specific training on niche regional wines, making this fact-dependent knowledge.",1611,305,110,
59760593-e24d-44d2-bb80-13960d7f6ea7,wine_regions,italy,"Chianti Classico DOCG is produced in the area between Florence and Siena in Tuscany, Italy.",True,True,0.92,Where is Chianti Classico DOCG produced?,"In the area between Florence and Siena in Tuscany, Italy",Chianti Classico's location between Florence and Siena in Tuscany is foundational wine knowledge that appears in standard references and would be reliably known by a strong LLM trained on wine literature.,1910,288,131,
5acc2639-05c2-4bcf-a7cf-2c484f6d10ea,viticulture,champagne,"== Wine styles == Grower Champagnes have been described as ""artisanal winemaking"" with terroir being at the forefront for each wine.",True,True,0.92,What characteristic is described as being at the forefront of Grower Champagnes?,Terroir,The emphasis on terroir in Grower Champagnes is well-established wine knowledge that a strong LLM would reliably know from general training on wine education materials and industry discourse.,1479,297,120,
5a7053e5-4d54-414d-bdb3-a20e4d81d202,grape_varieties,italy,Abruzzo wine region permits the 30% white varieties grape variety.,True,False,0.15,What percentage of white grape varieties are permitted in Abruzzo wine production?,30%,This is a specific regulatory detail about Abruzzo's wine production rules that would not be part of general wine knowledge and requires knowledge of this particular appellation's precise blending regulations.,1920,277,114,
5d4d405e-efde-48fb-8333-78b37588f977,producers,,"Château de Saurs vineyards are situated in the heart of the Gaillac wine-growing region of southern France, in Lisle-sur-Tarn, 50 kilometres northeast of Toulouse.",True,False,0.25,In which French wine region is Château de Saurs located?,Gaillac,"While Gaillac is a real and established wine region, Château de Saurs is a specific, relatively obscure producer that most LLMs would not reliably associate with Gaillac without explicit training on this particular estate.",1792,309,126,
57a44fa8-99a4-44a2-a5ad-2025e3381c1a,wine_business,eu_regulations,"Wine classification others have been created by, for example, growers' organizations without such protection.",True,False,0.25,"Besides official government-protected designations, what other entities have created wine classification systems?",Growers' organizations and other non-governmental bodies have created wine classification systems without legal protection,"While LLMs know that protected designations (AOC, DOC, etc.) exist, the specific claim that growers' organizations systematically create unprotected alternative classifications is a regulatory detail not commonly emphasized in general wine knowledge.",4170,280,142,
5dd8a7f2-0b85-4897-9108-a0cf7ff43d9b,winemaking,canada,"In Missouri, dry styles of Vidal blanc are often full-bodied with a buttery mouthfeel that can be similar to Chardonnays that have gone through malolactic fermentation.",True,False,0.15,What characteristics do dry Vidal blanc wines from Missouri typically exhibit in terms of body and mouthfeel?,Full-bodied with a buttery mouthfeel similar to Chardonnays that have undergone malolactic fermentation,This describes a specific regional style characteristic of Missouri Vidal blancs that is too niche and localized for general LLM training data to reliably capture without the fact itself.,1885,305,147,
5fe965b1-ee8e-4f18-ac47-d10db8c9a600,producers,,"With more than 40% of its production dedicated to rosés, Turkey Flat has been considered a leader in the recent ""rosé revival"" trend of the early 21st century.",True,False,0.95,What percentage of Turkey Flat's production is dedicated to rosés?,More than 40%,This is a specific production statistic about a particular winery that would not be part of general wine knowledge and requires knowledge of this specific fact.,1421,300,106,
5bb3f4d9-804c-4ee0-bb36-bfd84f41bfc1,winemaking,,UV‑C is a high-energy light source and can promote photo-induced oxidation reactions.,True,False,0.25,What type of light source can promote photo-induced oxidation reactions in wine?,UV-C light,"While UV light's oxidative effects are general physics knowledge, the specific claim that UV-C promotes photo-induced oxidation in wine requires domain-specific knowledge about wine chemistry and UV-C's particular role in winemaking, which is not widely known.",2307,282,131,
5fe5f165-0bc6-4edd-aeeb-5f3bc39c8ed7,winemaking,eu_regulations,Sparkling wine a smaller proportion is produced in the Charmat method (35%).,True,False,0.15,What percentage of sparkling wine is produced using the Charmat method?,35%,"While LLMs know the Charmat method exists and is used for sparkling wine, the specific 35% statistic is a precise quantitative claim that would require either memorization of this particular fact or access to current industry data, making it unlikely to be reliably answered from general training knowledge alone.",2011,280,138,
5fbfa544-3d71-4d44-830e-687132dfe482,wine_regions,eu_regulations,Putting a spoon in an open bottle of sparkling wine to keep it bubbly is a myth.,True,False,0.25,Does placing a spoon in an open bottle of sparkling wine actually help preserve its carbonation?,"No, it is a myth.","While an LLM might have encountered this claim in training data, the specific debunking of this popular myth is not universally established wine knowledge and would require exposure to this particular fact or scientific testing to answer with confidence.",2226,284,130,
606d58da-a658-433e-801b-5db42ddd19a3,winemaking,production_rules,Recioto di Soave DOCG must have a minimum alcohol content of 12% with significant residual sugar.,True,False,0.15,What is the minimum alcohol content required for Recioto di Soave DOCG?,12%,"While a strong LLM would know Recioto di Soave is a sweet wine from Italy, the precise minimum alcohol threshold of 12% is a specific regulatory detail that falls outside typical general wine knowledge and would require access to DOCG specifications.",1945,288,134,
637da0aa-62b2-4ec8-90ff-d2af1b15088e,viticulture,australia_nz,"However, the region is the coolest of Western Australia's viticultural areas, with a similar maritime influenced Mediterranean climate to Margaret River although with slightly less rainfall.",True,False,0.15,Which Western Australian wine region has a maritime-influenced Mediterranean climate similar to Margaret River but is notably cooler?,Margaret River,"While Margaret River is famous, identifying which specific WA region is cooler than it with similar climate requires knowledge of regional comparative characteristics that are not part of standard wine knowledge.",1675,294,117,
606101e3-0c3d-4be5-a95d-a85076be9162,wine_regions,spain,Catalunya DOP does not have a specific geographical location but is formed by over 40 km2 of individual vineyards which are dispersed all over Catalonia.,True,False,0.15,What is distinctive about the geographical structure of Catalunya DOP compared to traditional wine regions?,Catalunya DOP does not have a specific geographical location but is instead formed by over 40 km² of individual vineyards dispersed throughout Catalonia,"While a strong LLM might know Catalunya DOP exists and is in Catalonia, the specific detail that it comprises dispersed vineyards without a contiguous geographical location and the precise area measurement (40+ km²) is regulatory minutiae unlikely to be in general training data.",2477,297,166,
5b32e5bd-0c95-40de-8089-b72d91b138f1,grape_varieties,usa,Mt. Harlan AVA permits the Chardonnay grape variety.,True,False,0.15,Which grape variety is permitted in the Mt. Harlan AVA?,Chardonnay,"Mt. Harlan is a small, niche California AVA with specific regulatory details about permitted varieties that would not be part of general wine knowledge; while Chardonnay is widely grown in California, the specific permission status for this particular AVA requires knowledge of local regulations.",4399,278,136,
64392d1b-715c-46b1-b7dc-c20fc6cbde91,wine_business,eu_regulations,"In the European Union wine regulations, the term is the lower of two overall quality categories, the higher of which is quality wines produced in specified regions (QWPSR).",True,False,0.15,"In EU wine regulations, what is the lower of the two overall quality categories?",Table wine (or wine without geographical indication),The specific EU regulatory taxonomy and the precise term for the lower category (which the fact doesn't explicitly name) represents regulatory minutiae that most LLMs would struggle to recall accurately without exposure to this exact fact.,1732,298,125,
60ccdf3f-b1a1-4435-aa8e-b9d552c09cfa,wine_regions,italian_appellations,Recioto di Soave is a DOCG appellation in the Veneto region of Italy.,True,False,0.25,What is the classification level of Recioto di Soave in Italy's wine appellation system?,DOCG,"While a strong LLM would know Recioto di Soave exists and is from Veneto, the specific DOCG designation (versus DOC or IGT) is regulatory minutiae that requires precise knowledge of Italian wine law classifications for this particular appellation.",2322,285,140,
62047e93-b141-4a79-bfc2-70394eddb32c,wine_business,italy,Sardinian wine holds * 1 DOCG: Cannonau di Sardegna classification in Italy.,True,False,0.15,How many DOCG classifications does Sardinian wine hold?,1 (Cannonau di Sardegna),"The exact count of DOCG classifications for a specific region is regulatory minutiae that would require either specialized wine knowledge or access to current Italian wine classification databases, making it unlikely a general LLM could reliably answer without the fact.",2240,287,131,
655740cf-d2c3-4b8b-b826-f2fdd8047915,producers,champagne,"Champagne Mercier , founded in 1858 by Eugène Mercier (who died in 1904), produces both vintage and non-vintage cuvée.",True,False,0.15,In what year was Champagne Mercier founded?,1858,"While Champagne Mercier is a real and moderately well-known producer, the specific founding year (1858) is a precise historical detail that most LLMs would not reliably know without explicit training on this fact.",1514,300,120,
6704351d-80dd-4bfa-ba25-0403359812a0,wine_regions,variety_distribution,Tempranillo is grown in the Central Spain region of Spain.,True,True,0.92,Which Spanish wine region is Tempranillo primarily grown in?,Central Spain,Tempranillo's association with Central Spain (particularly Rioja and Ribera del Duero) is canonical wine knowledge that any strong LLM would reliably know from general training data.,1433,275,115,
65076ca2-835f-4756-b2f8-86d877cfed8c,grape_varieties,argentina,Cabernet Sauvignon is a widely reviewed grape variety in Argentina.,True,True,0.92,Is Cabernet Sauvignon grown and reviewed as a significant grape variety in Argentina?,"Yes, Cabernet Sauvignon is a widely reviewed grape variety in Argentina.","Argentina's Mendoza region is world-famous for Cabernet Sauvignon production alongside Malbec, making this a well-established fact in standard wine knowledge that any strong LLM would reliably know.",1812,277,141,
67cfbf46-e2ce-490c-9d9e-f9a92e573ab2,grape_varieties,usa,Big Valley District-Lake County AVA permits the Chardonnay grape variety.,True,False,0.15,Which grape varieties are permitted in the Big Valley District-Lake County AVA?,Chardonnay (among others),"Big Valley District is a niche, lesser-known AVA with specific regulatory details about permitted varieties that would not be part of general wine knowledge and requires knowledge of this particular appellation's rules.",1731,279,122,
67da22a6-c34f-4499-9fea-53dde39827ae,viticulture,usa,"Paso Robles is the third American Viticultural Area (AVA) located in northern San Luis Obispo (SLO) County, California.",True,True,0.92,In which California county is Paso Robles located?,San Luis Obispo County,"Paso Robles is a well-known wine region, and its location in San Luis Obispo County is standard geographic knowledge that would be in general training data about California wine regions.",1766,296,115,
6164c5d0-1ce7-4f92-991a-b7f9ea4310fe,wine_business,global_statistics,"China's wine production has declined sharply since 2016, dropping below 4 million hectolitres by 2023.",True,False,0.15,What has been the trend in China's wine production since 2016?,"China's wine production has declined sharply since 2016, dropping below 4 million hectolitres by 2023.","This requires specific recent production statistics and precise volume data that would not be part of general LLM training knowledge, especially the exact threshold of 4 million hectolitres by 2023.",4168,288,139,
65f3d958-843b-4d1d-a3c8-a9de80ba2eb6,grape_varieties,new_zealand,"In areas where the vine is subjected to high heat, the grape will quickly become over-ripe and produce wines with dull flavors and flat acidity.",True,True,0.85,What are the typical effects of excessive heat on grape ripeness and wine quality?,Over-ripeness from high heat produces wines with dull flavors and flat acidity,"The relationship between heat, over-ripeness, and loss of acidity is foundational wine knowledge taught in basic enology and widely discussed in wine education, though the specific phrasing 'dull flavors and flat acidity' is somewhat precise.",2402,294,145,
674ad076-dedd-4ab9-9f01-2a4c2e8e34e9,wine_regions,eu_regulations,"Of these, Italy has the longest tradition in red sparkling wine-making, particularly along the Apennine side of the Po Valley.",True,False,0.25,"Which country has the longest tradition in red sparkling wine-making, particularly along the Apennine side of the Po Valley?",Italy,"While Italy's general reputation for sparkling wines (Prosecco, Moscato) is well-known, the specific claim about Italy having the *longest* tradition in *red* sparkling wines and the precise geographic qualifier (Apennine side of Po Valley) is a niche historical-geographic detail unlikely to be reliably known without the source fact.",2259,290,162,
6864bf4d-8a25-4714-a05e-4a4dcdc87986,producers,,"Mountadam Vineyards is a winery established in 1972 and is located in Eden Valley, South Australia within the Barossa wine zone.",True,False,0.15,In which Australian wine region is Mountadam Vineyards located?,"Eden Valley, South Australia (within the Barossa wine zone)","While Eden Valley and Barossa are known wine regions, Mountadam Vineyards is a specific, relatively niche producer that most LLMs would not reliably identify without explicit training on this particular winery.",1911,296,134,
68f1f8c3-4d1c-4468-a793-6b5785f0c8aa,grape_varieties,croatia,"If not grown in ideal conditions, Plavac Mali is notorious among winegrowers for its uneven ripening properties - a grape cluster with both green berries and raisins.",True,False,0.15,What is a notable challenge that Plavac Mali grape growers face when the grape is not grown in ideal conditions?,"Uneven ripening, resulting in grape clusters with both green berries and raisins simultaneously","While Plavac Mali is a known Croatian grape variety, this specific technical detail about its ripening behavior under suboptimal conditions is a niche viticultural characteristic unlikely to be in general LLM training data.",2191,300,149,
68b69682-3a7d-441e-bf65-366f4681af7f,viticulture,disease_management,Symptomatic shoots are likely to either die back later that growing season or the spur from which they originate will die the following year.,True,False,0.15,What is the typical fate of symptomatic shoots in a grapevine during or after the growing season?,They either die back later in the same growing season or the spur from which they originate will die the following year,"This describes a specific pathological progression pattern (likely related to a disease like fanleaf virus or similar) that requires specialized viticulture knowledge beyond general wine education, and an LLM would likely only guess correctly if it had encountered this exact phrasing in training data.",2487,291,162,
69504758-8534-4157-b211-7d5ca27103d6,wine_regions,germany,"German wine in the past was usually light-colored, closer to rosé or the red wines of Alsace.",True,False,0.25,"Historically, what was the typical color profile of German wines compared to wines from other regions?","German wines were traditionally light-colored, similar to rosé or the red wines of Alsace","While LLMs know German wine is often white/light, the specific historical claim that German reds were traditionally rosé-like or comparable to Alsatian reds is a precise stylistic assertion that requires domain-specific historical wine knowledge beyond common training data.",2014,285,152,
6abd1008-a120-4423-9798-a075190fd4e5,wine_regions,appellations,Recioto di Soave received DOCG status in 1998.,True,False,0.15,In what year did Recioto di Soave receive DOCG status?,1998,"The specific year of DOCG designation for a regional Italian wine is regulatory minutiae that would not be part of general training knowledge, even for strong LLMs.",2104,279,112,
6b0bc169-88e1-4f7e-8e00-dfb309fbc483,winemaking,eu_regulations,"The process of carbon injection (or carbonation), the method used to make soda pop fizzy, does not involve initiating a secondary fermentation but rather injecting carbon dioxide gas directly into.",True,True,0.92,How does the carbonation process used in soda differ from the carbonation that occurs in sparkling wine through secondary fermentation?,"Soda carbonation involves directly injecting carbon dioxide gas, whereas sparkling wine carbonation involves initiating a secondary fermentation that produces CO2 naturally.",The distinction between forced carbonation and fermentation-based carbonation is well-established general knowledge about beverage production that any strong LLM would reliably know from its training data.,2173,301,154,
6c02ecb2-a07d-4818-a219-9d52cc71603c,wine_regions,austria,"Austrian wine is loosely modelled on the French Appellation d'Origine Contrôlée (AOC) system, and is coupled with a ripeness-based classification scale that shares a lot of nomenclature with the German Prädikat system.",True,False,0.25,What two wine classification systems does the Austrian wine regulatory framework draw from?,The French Appellation d'Origine Contrôlée (AOC) system and the German Prädikat system,"While knowledgeable wine enthusiasts might know Austria uses a ripeness-based classification similar to Germany's, the specific claim that Austrian regulations are 'loosely modelled' on both AOC and Prädikat systems together is regulatory minutiae unlikely to be reliably known without exposure to this fact.",1982,317,163,
