uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,notes
4bc3e298-0bf0-4a2e-beaa-07bc53cf903a,WB-PRD-0184-L2,scenario_synthesis,claude,producers,2,synthesis,"A European producer is finalizing packaging for a new release and wants to go beyond the mandatory labeling elements. The marketing director proposes three additions: tactile dots on the glass so visually impaired consumers can identify the wine unaided, a scannable square graphic linking to technical data specific to that harvest year, and supplementary text on the reverse of the bottle covering food pairing suggestions and the estate's history. The compliance officer confirms none of these will conflict with regulations. Which statement best characterizes these three proposed additions?","[{'id': 'A', 'text': 'All three are optional enhancements; the tactile element follows a precedent set by Chapoutier and now adopted by producers in several countries, the scannable graphic can carry vintage-specific data, and the reverse label customarily holds non-mandatory supplementary content.'}, {'id': 'B', 'text': 'The tactile dots and scannable graphic are optional, but the reverse label content is legally required to appear somewhere on the bottle and must include the vintage date.'}, {'id': 'C', 'text': ""Only the scannable graphic is optional; tactile elements are now mandatory across the EU following Chapoutier's precedent, and reverse-label food pairing text is regulated.""}, {'id': 'D', 'text': 'All three must be approved as part of the official label registration because they convey vintage-specific information that falls under mandatory disclosure rules.'}]",A,"[1] Other wineries in a number of countries have followed Chapoutier's lead and have braille available on at least some of their bottles.
---
[2] In addition to these national labeling requirements producers may include their web site address and a QR Code with vintage specific information.
---
[3] The neck label may include the vintage date and the back label usually gives extra (and usually optional) information about the wine.",,,,,,,,,
cb03c865-522c-49a7-8b29-a80fccfc9408,WB-REG-0158-L4,distractor_mining,llama,wine_regions,4,analysis,"Which grape variety has strains that can produce berries in shades of pink or reddish brown, despite being technically classified as a white grape?","[{'id': 'A', 'text': 'Nama'}, {'id': 'B', 'text': 'Xinomavro'}, {'id': 'C', 'text': 'Malvasia'}, {'id': 'D', 'text': 'Muscat Blanc à Petits Grains'}]",D,"[1] Peloponnese Region is a wine appellation in Decentralized Administration of Peloponnese, Western Greece and the Ionian Islands, Greece.
---
[2] While technically a white grape, there are strains of Muscat Blanc à Petits Grains vines that produce berries that are pink or reddish brown.
---
[3] In 2010, the total  global cultivated area  was 1,971 hectares (4,870 acres)  and was entirely in Greece, but by 2013 this had grown to 2,239 hectares (5,530 acres) worldwide, with some initial plantings in Gansu, China.
---
[4] Grape varieties in this family include Malvasia bianca, Malvasia di Schierano, Malvasia negra, Malvasia nera, Malvasia nera di Brindisi, Malvasia di Candia aromatica, Malvasia odorosissima, and a number of other varieties.
---
[5] Decentralized Administration of Peloponnese, Western Greece and the Ionian Islands is a wine appellation in Greece, Greece.
---
[6] In Greece 'Narma'  is a controlled appellation corresponding to the grape variety.",,,,,,,,,
b2e7fef2-9d77-4137-94a6-1398ee4161e7,WB-PRD-0151-L2,template,template_only,producers,2,recall,Indicate True or False: Barboursville Vineyards operates in the Virginia wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Barboursville Vineyards is a wine producer in the Virginia region of US.,,,,,,,,,
348958a0-9af3-45a4-8e43-f0f1d3cf14ba,WB-VIT-0172-L3,comparative,llama,viticulture,3,analysis,Which AVA is located within the larger multi-county North Coast appellation in California?,"[{'id': 'A', 'text': 'Mendocino AVA'}, {'id': 'B', 'text': 'Sonoma Coast AVA'}, {'id': 'C', 'text': 'Willcox AVA'}, {'id': 'D', 'text': 'Santa Lucia Highlands AVA'}]",A,"[1] Mendocino is an American Viticultural Area (AVA) located in Mendocino County, California within the vast 3.2-million-acre (5,000 sq mi) multi-county North Coast appellation.
---
[2] According to the petition, there was an additional 650 acres (260 ha) of vineyards planned for the near future.",,,,,,,,,
8086729d-dd80-472e-9847-234f96cf439f,WB-PRD-0155-L2,template,template_only,producers,2,recall,True or False: the producer Yalumba sits within the South Australia wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Yalumba is a wine producer in the South Australia region of Australia.,,,,,,,,,
abdb77f2-2c60-48d1-b7f0-04d092036fba,WB-WMK-0169-L3,comparative,claude,winemaking,3,analysis,"A winemaking tradition involves vessels sunk entirely into the earth, with even the upper opening sitting beneath the surface of the ground. Which practice or entity is being described?","[{'id': 'A', 'text': 'Georgian wine (modern style)'}, {'id': 'B', 'text': 'Qvevri'}, {'id': 'C', 'text': 'Tinaja fermentation in Montilla-Moriles'}, {'id': 'D', 'text': 'Amphora winemaking in Friuli'}]",B,"[1] A common feature is that their vinification is carried in kvevri completely buried in the ground, so that even the outlet neck of it remains below ground level.
---
[2] Georgian wine is sourced from the best wines of the vintage that have been fermented at controlled temperatures and with selected yeast strains.",,,,,,,,,
4efe3fff-a5f7-4641-96cc-19495cbd0b61,WB-GRP-0201-L4,scenario_synthesis,gemini,grape_varieties,4,synthesis,"A winemaker is managing a historic California estate whose original vineyards were established by 19th-century settlers from Italy. Currently, the estate's flagship red vines are suffering from severe viral infections, a recognized vulnerability stemming from the cultivar's highly inbred genetic history. Because yields of this primary grape are drastically reduced, the winemaker plans to supplement the vintage by incorporating a small fraction of other varieties. They wish to utilize grapes that are traditionally authorized for such mixtures, acknowledging that contemporary vintners usually prefer to maximize the primary grape's concentration. Based on the identity of this flagship vine, which specific varieties should the winemaker source for this blend?","[{'id': 'A', 'text': 'Sangiovese, Canaiolo, and Colorino'}, {'id': 'B', 'text': 'Cabernet Sauvignon, Merlot, and Cabernet Franc'}, {'id': 'C', 'text': 'Dolcetto, Barbera, and Freisa'}, {'id': 'D', 'text': 'Bonarda, Croatina, and Vespolina'}]",D,"[1] === United States ===

In California, the influence of Italian immigrants in the early history of the state's wine industry introduced Nebbiolo to the United States in the 19th century.
---
[2] Perhaps due to inbreeding in Nebbiolo's lineage, the vine is very prone to grape diseases caused by viruses.
---
[3] Rather than mandate a 100% Nebbiolo, producers are allowed to blend a small percentage of Bonarda, Croatina and Vespolina though most modern producers favour a high percentage of Nebbiolo.",,,,,,,,,
63264483-2981-4d3b-bb7e-370c5287b3a4,WB-PRD-0195-L4,scenario_synthesis,chatgpt,producers,4,synthesis,A New Zealand winemaker is drafting the back-label story for a new release from a small family cellar in Wairarapa. She wants the wording to position the wine within the country's current quality image while also avoiding a misleading impression that her region is dominated by very large companies. Which label statement is the most accurate and persuasive choice?,"[{'id': 'A', 'text': ""Argue that New Zealand's reputation is driven mostly by large-scale wineries spread evenly across all regions, so boutique producers should avoid highlighting small-estate credentials.""}, {'id': 'B', 'text': ""Emphasize that New Zealand's best-regarded wines increasingly come from small artisanal estates, note that major producers are concentrated mainly in Marlborough, Hawke's Bay, and Gisborne rather than Wairarapa, and mention that one of Hawke's Bay's historic estates dates to the late 1800s.""}, {'id': 'C', 'text': ""Describe Hawke's Bay as lacking deep winery history, while claiming that boutique recognition is strongest only in Wairarapa and not a broader national trend.""}, {'id': 'D', 'text': ""State that Wairarapa is one of the main homes of the country's largest wineries, and cite Mission Estate there as an example of a producer founded in the late 1800s.""}]",B,"[1] Wairarapa wine region are located fairly evenly throughout all wine regions, with the larger producers predominantly in Marlborough, Hawke's Bay, Gisborne.
---
[2] As in many places in the world, an emerging trend in New Zealand wine is an increased recognition for high quality wines coming from small boutique wineries.
---
[3] Mission Estate, were established in the Hawke's Bay area in the late 19th century.",,,,,,,,,
1d6ac592-e49f-4443-aeb1-ed16c95bffdf,WB-GRP-0207-L3,scenario_synthesis,chatgpt,grape_varieties,3,analysis,"A winemaker in a South American cellar is reviewing a newly acquired old vineyard block. The estate archive says the planting material came with French immigrant growers in the late 1800s. In the winery, the fruit from this block produces a deeply opaque red wine with a firm, grippy structure. Older records and neighboring growers also refer to the same grape under many different local names, creating confusion during replanting plans. Which conclusion best fits all of these clues?","[{'id': 'A', 'text': 'The block is probably a recently introduced variety, since grapes producing deeply colored, tannic wines were generally planted much later in South America.'}, {'id': 'B', 'text': 'The block is unlikely to be Malbec because a grape with many alternate names would not also be associated with a single immigrant community or a consistent wine style.'}, {'id': 'C', 'text': 'The block is most likely Malbec, a grape introduced by French settlers in the late nineteenth century, known for very dark wines, strong tannic structure, and an unusually large number of alternate names.'}, {'id': 'D', 'text': 'The records point away from Malbec because French-origin grapes in South America are usually easy to identify by one standard name and are not especially dark or tannic.'}]",C,"[1] Malbec was brought to the area by French settlers at the end of the 19th century.
---
[2] == Synonyms == The French ampelographer Pierre Galet has documented over a thousand different synonyms for Malbec.
---
[3] The grapes tend to have an inky dark color and robust tannins.",,,,,,,,,
771dcfd1-93dd-4175-8e8d-4a241554c12b,WB-VIT-0138-L2,fact_to_question,qwen,viticulture,2,recall,"Which of the following best describes the elevation range for vineyards producing a high-altitude sparkling wine in northern Italy, known for some of the world’s upper-limit vineyard sites for this style?","[{'id': 'A', 'text': '500 to 1,200 meters above sea level'}, {'id': 'B', 'text': '300 to 700 meters above sea level'}, {'id': 'C', 'text': '200 to 900 meters above sea level'}, {'id': 'D', 'text': '100 to 500 meters above sea level'}]",C,"[1] Trentodoc vineyards are planted at elevations ranging from 200 to 900 meters above sea level, among the highest-altitude sparkling wine vineyards in the world.",,,,,,,,,
d9d0d250-7acd-4785-a3b2-3d2de160640a,WB-PRD-0153-L3,template,template_only,producers,3,recall,True or False: Château Sociando-Mallet is located in the Domaine Andron wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Château Sociando-Mallet is a classified Bordeaux estate in Domaine Andron.,,,,,,,,,
9dc9bc17-a615-457d-bb0a-220295cc2489,WB-PRD-0159-L3,template,template_only,producers,3,recall,Decide True or False — Santiago Queirolo is a producer of the Peru wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Santiago Queirolo is a wine producer located in Peru.,,,,,,,,,
4f4a4642-fd4a-4c0a-9f5c-250cb7aecd01,WB-GRP-0187-L3,comparative,qwen,grape_varieties,3,analysis,A winemaker is selecting a grape variety suitable for a vineyard located in an AVA known for permitting Bordeaux red varieties but not Rhône white varieties. Which grape is the winemaker more likely to cultivate under these regional constraints?,"[{'id': 'A', 'text': 'Marsanne'}, {'id': 'B', 'text': 'Viognier'}, {'id': 'C', 'text': 'Merlot'}, {'id': 'D', 'text': 'Petit Verdot'}]",C,"[1] Guenoc Valley AVA permits the Marsanne grape variety.
---
[2] Atlas Peak AVA permits the Merlot grape variety.",,,,,,,,,
d4fdaaa6-2b4f-418e-867b-5739ee2c74dd,WB-BIZ-0132-L2,fact_to_question,llama,wine_business,2,recall,"According to Australian wine labeling laws, what percentage of the grapes must come from the designated region on the label?","[{'id': 'A', 'text': '75%'}, {'id': 'B', 'text': '90%'}, {'id': 'C', 'text': '85%'}, {'id': 'D', 'text': '80%'}]",C,"[1] Under these laws, at least 85% of the grapes must be from the region that is designated on the label.",,,,,,,,,
37b515d4-4ac1-435a-a014-615734d401f4,WB-PRD-0160-L4,distractor_mining,claude,producers,4,analysis,"A winemaker associated with a move toward more fruit-forward expressions in an Australian region has been recognized as a leading advocate for this modern style, working at an estate that shares this reputation with The Rothbury Estate. Which winemaker and winery pairing fits this description?","[{'id': 'A', 'text': 'A winemaker at Forest Hill, Mount Barker'}, {'id': 'B', 'text': 'Iain Riggs at Brokenwood Wines'}, {'id': 'C', 'text': 'A winemaker at Riverbank Estate Winery, Caversham'}, {'id': 'D', 'text': 'Jack Mann at Houghton'}]",B,"[1] Riverbank Estate Winery, Caversham is a wine producer in City of Swan, Australia.
---
[2] The newer, fruit-accentuated styles are championed by the likes of Iain Riggs at Brokenwood Wines and The Rothbury Estate.
---
[3] A year later, Jamieson and Houghton's celebrated winemaker Jack Mann, went to Mount Barker and the first experimental cuttings were planted in 1965 at Forest Hill.",,,,,,,,,
4e3861b9-f113-4432-be4b-275e65b670c8,WB-WMK-0157-L2,comparative,qwen,winemaking,2,analysis,"A prestige cuvée from a renowned Champagne house is released following approximately eight years of aging on lees, representing its first expression after extended maturation. Which producer is associated with this release strategy?","[{'id': 'A', 'text': 'Krug'}, {'id': 'B', 'text': 'Dom Pérignon'}, {'id': 'C', 'text': 'Bollinger'}, {'id': 'D', 'text': 'Veuve Clicquot'}]",B,"[1] When the finished blend is ready, selected yeasts and sugar are added to increase the final alcohol content.
---
[2] The first Plénitude is the Dom Perignon released after 8-9 years of lees ageing.",,,,,,,,,
747908c0-1bb1-432f-97b1-d5fa8110a824,WB-PRD-0186-L4,distractor_mining,gemini,producers,4,analysis,"Which historic Middle Eastern wine estate was founded during the mid-nineteenth century by members of the Society of Jesus, who initiated their viticulture by cultivating Cinsaut close to Zahlé?","[{'id': 'A', 'text': 'Yatir Winery'}, {'id': 'B', 'text': 'Château Ksara'}, {'id': 'C', 'text': 'Golan Heights Winery'}, {'id': 'D', 'text': 'Carmel Winery'}]",B,"[1] Pelter Winery (Hebrew: יקב פלטר) is an Israeli winery established in 2005 by Tal Pelter.
---
[2] Yatir Winery is a small winery built in 2000 which receives grapes only from its own vineyards.
---
[3] Lebanese wine the first modern winemaker in Lebanon, followed by Château Ksara in 1857 when Jesuits planted Cinsaut vines near Zahlé in the central Beqaa Valley.
---
[4] The Golan Heights Winery (Hebrew: יקבי רמת הגולן)  is an Israeli winery located in the Israeli settlement of Katzrin in the Golan Heights.
---
[5] Carmel Winery vineyards include some of the finest individual vineyard sites in the country.
---
[6] Psagot Winery is a wine producer in Mateh Binyamin Regional Council, Israel.",,,,,,,,,
b2c2df9e-a8c8-40e7-ac6d-f4dc0b411bc7,WB-GRP-0165-L2,comparative,gemini,grape_varieties,2,analysis,"A vineyard manager is reviewing planting compliance for two different California estates. Estate X is located in the Clarksburg appellation, while Estate Y is situated within Rutherford. To align with the specific authorizations of these regions, which respective vine types can be legally cultivated at each site?","[{'id': 'A', 'text': 'Estate X: Sauvignon Blanc / Estate Y: Zinfandel'}, {'id': 'B', 'text': 'Estate X: Cabernet Franc / Estate Y: Chenin Blanc'}, {'id': 'C', 'text': 'Estate X: Pinot Noir / Estate Y: Syrah'}, {'id': 'D', 'text': 'Estate X: Chenin Blanc / Estate Y: Cabernet Franc'}]",D,"[1] Clarksburg AVA permits the Chenin Blanc grape variety.
---
[2] Rutherford AVA permits the | varietals = Cabernet Franc grape variety.",,,,,,,,,
35687d47-4276-4fc6-a41a-1ee8f94f1e52,WB-VIT-0169-L3,comparative,chatgpt,viticulture,3,analysis,"A student claims that the AVA described as covering nearly 30,000 square miles must be Willamette Valley, while the one around 5,360 square miles must be Upper Mississippi River Valley. Which option correctly fixes that mix-up?","[{'id': 'A', 'text': 'Both AVAs cover roughly the same area, with each close to 5,000 square miles.'}, {'id': 'B', 'text': 'Both AVAs are close to 30,000 square miles in size.'}, {'id': 'C', 'text': 'Willamette Valley is the much larger AVA at nearly 30,000 square miles, while Upper Mississippi River Valley is about 5,360 square miles.'}, {'id': 'D', 'text': 'Upper Mississippi River Valley is the much larger AVA, and Willamette Valley is the smaller one at about 5,360 square miles.'}]",D,"[1] Upper Mississippi River Valley is an  American Viticultural Area (AVA) encompassing 29,914 square miles (77,480 km2.
---
[2] At 5,360 square miles (3,430,400 acres), it is the largest AVA in the state.",,,,,,,,,
d300afa4-f082-49fe-9754-dbf5cbcee03a,WB-PRD-0148-L2,template,template_only,producers,2,recall,True or False: Rocca delle Macìe is located in the Tuscany wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Rocca delle Macìe is a wine producer in the Tuscany region of Italy.,,,,,,,,,
a0c36655-cfa5-4997-b82c-4e4a6dca2747,WB-GRP-0185-L3,comparative,llama,grape_varieties,3,analysis,A winemaker wants to produce a wine using Pinot Noir grapes. Which AVA allows them to use this grape variety for their wine?,"[{'id': 'A', 'text': 'Wild Horse Valley AVA'}, {'id': 'B', 'text': 'San Luis Rey AVA'}, {'id': 'C', 'text': 'Napa Valley AVA'}, {'id': 'D', 'text': 'Sonoma Coast AVA'}]",A,"[1] Wild Horse Valley AVA permits the Pinot Noir grape variety.
---
[2] San Luis Rey AVA permits the Cabernet Franc grape variety.",,,,,,,,,
7c5cea37-2396-425f-823a-8b690abddc92,WB-GRP-0195-L4,distractor_mining,claude,grape_varieties,4,analysis,"A hybrid grape cultivar, also known by the designation Seibel 9549, takes its name from a person named Adhémar and continues to be cultivated in parts of the northeastern wine-producing areas. Which variety fits this description?","[{'id': 'A', 'text': 'Vidal blanc'}, {'id': 'B', 'text': 'Baco noir'}, {'id': 'C', 'text': 'Pinot gris'}, {'id': 'D', 'text': 'De Chaunac'}]",D,"[1] In other countries, some winemakers use cryoextraction (mechanical freezing) to simulate the effect of a frost and typically do not leave the grapes to hang for extended periods as is.
---
[2] Wineries in British Columbia primarily grow vitis vinifera, with the top planted grapes being Chardonnay, Merlot, pinot gris.
---
[3] Included in this extended family tree of Vidal blanc are varieties from the Vitis rupestris and Vitis aestivalis species and grapes produced by notable hybrid breeders Thomas Volney Munson.
---
[4] The De Chaunac (Seibel 9549) grape variety, still grown in some northeastern wine regions, was named after Adhémar de Chaunac.
---
[5] Besides these main regions, grapes intended for wine production are being produced by independent growers across the province, including Cape Breton Island.
---
[6] Inniskillin, the world's largest producer of the ice wine style, makes ice wine from Vidal grapes grown in both Ontario and the Okanagan Valley of British Columbia.",,,,,,,,,
6b523841-1c33-4a45-995c-cb80f39900a4,WB-REG-0183-L2,fact_to_question,claude,wine_regions,2,recall,"Along which French river are the vineyards of the Muscadet Coteaux de la Loire appellation situated, with the growing area extending across both sides of the waterway upstream from Nantes in the Ancenis sector?","[{'id': 'A', 'text': 'The Loire, in the area around Ancenis'}, {'id': 'B', 'text': 'The Cher, east of Tours'}, {'id': 'C', 'text': 'The Layon, south of Angers'}, {'id': 'D', 'text': 'The Sèvre, near its confluence with the Maine'}]",A,[1] The Muscadet Coteaux de la Loire is located in the Ancenis region on both banks of the Loire River upstream from Nantes.,,,,,,,,,
14fa5cac-efd9-4145-a29f-015c44c00e19,WB-PRD-0183-L3,scenario_synthesis,claude,producers,3,synthesis,"A marketing consultant is reviewing label strategy for a mid-sized Bordeaux négociant whose flagship branded blend has seen declining sales among younger consumers. Market research shows that competing bottlings from California and Australia — some of which even use the term 'château' on their labels — are gaining shelf space with approachable, visually bold packaging. The consultant points to the commercial turnaround that followed the repackaging of Mouton Cadet as a precedent. Which strategic recommendation best reflects the lessons from this market shift?","[{'id': 'A', 'text': 'Redesign the label with a more playful and inviting aesthetic to reduce consumer intimidation and compete with New World presentation styles that have proven commercially successful.'}, {'id': 'B', 'text': 'Retain the existing traditional label unchanged, as European consumers universally reject packaging influenced by New World design conventions.'}, {'id': 'C', 'text': ""Petition regulators to restrict the use of the term 'château' to Bordeaux-based producers, since its use abroad is legally prohibited under international conventions.""}, {'id': 'D', 'text': 'Abandon the branded blend format entirely, since New World producers have demonstrated that only single-vineyard bottlings can succeed with younger consumers.'}]",A,"[1] The financial success of New World wine attributed to striking label designs has led some European producers to follow suit, as in the case of the redesign of Mouton Cadet.
---
[2] Producers often attempt to make selecting and purchasing wine easy and non-intimidating by making their labels playful and inviting.
---
[3] The name château can even be included in wines from Australia or California.",,,,,,,,,
5dbbd408-1e2f-4738-815e-766b10bdd977,WB-PRD-0157-L3,template,template_only,producers,3,recall,True or False: the producer Château Beychevelle sits within the Château Branaire-Ducru wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] Château Beychevelle is a classified Bordeaux estate in Château Branaire-Ducru.,,,,,,,,,
b31f2a77-ccb2-4358-9d22-063e2f0351eb,WB-GRP-0177-L3,comparative,chatgpt,grape_varieties,3,analysis,"A grower is choosing between two AVAs for a planting project. One site must allow Chardonnay, while the other must allow Cayuga. Which pairing matches those permissions correctly?","[{'id': 'A', 'text': 'Mokelumne River AVA for Chardonnay; Ohio River Valley AVA for Cayuga'}, {'id': 'B', 'text': 'Mokelumne River AVA for Cayuga; Ohio River Valley AVA for Chardonnay'}, {'id': 'C', 'text': 'Both AVAs allow Chardonnay but not Cayuga'}, {'id': 'D', 'text': 'Both AVAs allow Cayuga but not Chardonnay'}]",A,"[1] Mokelumne River AVA permits the Chardonnay grape variety.
---
[2] Ohio River Valley AVA permits the Cayuga grape variety.",,,,,,,,,
