uuid,qid,difficulty,stem,gold,sonnet_answer,sonnet_confidence,sonnet_reasoning,matched,similarity,haiku_matched,haiku_confidence,b2_severity,ok,latency_ms,input_tokens,output_tokens,error
3bf49a22-b82d-4239-a490-2bf37806ea61,WB-WMK-0201-L2,2,Which Italian appellation requires wines to have a residual sugar content between 12 and 17 grams per liter for its Extra Dry style?,Prosecco DOC,Prosecco DOC,0.72,"Prosecco DOC (and DOCG) defines its Extra Dry style with residual sugar between 12 and 17 g/L, which is a well-known specification for this popular Italian sparkling wine appellation.",True,1.0,True,0.75,warn,True,4605,154,91,
8ddf7d9d-01c6-4d39-ab86-8fc6a3894b64,WB-GRP-0239-L2,2,"One AVA in this pair allows Cascade, while the other allows Chardonnay. Which option matches these permitted-grape pairings correctly?",Willamette Valley AVA — Cascade; Mt. Harlan AVA — Chardonnay,I cannot confidently identify the specific AVA pair being referenced without knowing the answer choices provided.,0.2,"This question references a specific pair of AVAs and their permitted grape varieties (one allowing Cascade, one allowing Chardonnay), but without the multiple-choice options being provided, I cannot determine which pairing is being asked about — Cascade is a hybrid grape sometimes permitted in certain Eastern US or Canadian AVAs, while Chardonnay is widely permitted, making it difficult to pinpoint the exact AVA pair without the answer choices.",False,0.279,False,0.25,pass,True,6626,153,144,
871b097e-e14d-47fb-b656-1cea39fba524,WB-VIT-0217-L2,2,"Which entity is identified by this clue set: it is described through a local growing environment shaped by sun-exposed southern hillsides and the nearby influence of two rivers, rather than by an 18th-century vineyard ranking system tied to soil, light exposure, and suitability for botrytis?",Tokaj wine region,Sauternes (or a specific estate/appellation in Sauternes defined by terroir rather than the 1855 Classification),0.55,"The clue contrasts a terroir description (sun-exposed southern hillsides, two rivers) with an 18th-century ranking system tied to soil, light, and botrytis suitability — the 1855 Sauternes Classification fits the latter, so the entity in question is likely a specific Sauternes producer or sub-area (possibly Château d'Yquem or Barsac) defined by its natural environment rather than its classified status, with the two rivers pointing to the Garonne and Ciron that create botrytis conditions in Sauternes.",False,0.141,False,0.35,warn,True,8447,186,189,
e44b8784-016f-4db9-9926-630809154d28,WB-WMK-0200-L2,2,Which of these grape varieties is used to produce a DOC wine with a minimum 85% varietal requirement?,Glera,Sangiovese,0.55,"Many Italian DOC/DOCG appellations require a minimum 85% of a single varietal — for example, Chianti DOCG requires at least 70-80% Sangiovese, while Brunello di Montalcino DOCG requires 100% Sangiovese, and numerous DOC wines like Morellino di Scansano require 85% Sangiovese, making it a strong candidate, though without the specific answer choices listed the exact grape cannot be determined with high confidence.",False,0.133,False,0.2,fail,True,7105,144,151,
690fb575-3dfc-45bc-8422-434eba0feadf,WB-GRP-0243-L2,2,Which AVA permits the Chardonnay grape variety while the other permits Muscat?,Big Valley District-Lake County AVA,"Malibu Coast AVA permits Chardonnay while Canandaigua Lake AVA permits Muscat — though the most likely intended answer involves two specific AVAs being compared, such as Cole Ranch AVA (Chardonnay) versus a Muscat-focused AVA; without more context this is uncertain.",0.2,"The question implies a specific pair of AVAs where one is known for Chardonnay and the other for Muscat, but without additional context clues I cannot confidently identify the exact pair being referenced, as many AVAs permit both varieties.",False,0.153,False,0.2,pass,True,4431,141,157,
dd39b189-3ff5-48db-b9f8-bb57dc417b2a,WB-GRP-0242-L2,2,Which entity permits the use of up to 30% white grape varieties in its wines?,Abruzzo wine region,Côte de Nuits-Villages AOC / Châteauneuf-du-Pape AOC,0.55,"Châteauneuf-du-Pape is well known for permitting a large number of grape varieties including white varieties blended into red wines, and several appellations allow up to 30% white grapes in red blends, but the most commonly cited example for exactly 30% white varieties in red wine is Côte de Brouilly or certain Rhône appellations — however, Rioja also permits up to 15% white grapes, making Châteauneuf-du-Pape the most likely answer given its historically broad blending rules allowing white varieties in red wines.",False,0.141,False,0.35,pass,True,5531,139,191,
4fa92095-51c2-4a11-b281-92f9df0dfd67,WB-WMK-0205-L2,2,"Which of these appellations requires its wine to be made exclusively from a single red grape variety grown in a defined hill area within Piedmont, according to its DOC regulations?",An appellation requiring wine to be made entirely from Nebbiolo in selected zones of the Alba hills,Barolo,0.55,"Barolo DOCG requires wine to be made exclusively from Nebbiolo grapes grown in a defined hilly area in the Langhe zone of Piedmont, though the question says DOC and lists options I must infer — Barolo fits the profile of a single-variety (Nebbiolo), hill-defined appellation in Piedmont, though without the specific answer choices provided I cannot be fully certain this is the intended answer among the listed options.",False,0.114,False,0.72,fail,True,4001,157,137,
f2851915-f375-4f9f-b2ab-5109338e29da,WB-VIT-0204-L2,2,"Which of these wine entities is more adaptable to a wide range of soil types, including hot, dry, well-drained soils?",Grenache,Grenache,0.75,"Grenache is well-known for its adaptability to hot, dry, well-drained soils (as seen in regions like Châteauneuf-du-Pape, Priorat, and Spain's Garnacha zones), thriving in conditions where many other varieties struggle, though without knowing the specific options being compared, confidence is moderate.",True,1.0,False,0.3,fail,True,3178,150,115,
ac5bbd61-f81e-456a-9522-0b02615fbde1,WB-VIT-0203-L2,2,"Which AVA is located within the larger Monterey viticultural area and spans approximately 10,240 acres with 630 acres of cultivated land?",Hames Valley AVA,Hames Valley,0.4,"Monterey AVA contains several sub-AVAs including Arroyo Seco, Santa Lucia Highlands, Chalone, Carmel Valley, San Lucas, and Hames Valley; the specific acreage figures (10,240 total, 630 cultivated) point toward one of the smaller, lesser-known sub-AVAs, and Hames Valley fits as a small southern Monterey sub-AVA, though I am not highly confident in these exact figures.",True,1.0,False,0.45,pass,True,4131,155,140,
22a00c31-6cb6-4212-9f02-071fc015932a,WB-REG-0213-L2,2,"Which of the following appellations permits the use of Gamay, Mondeuse, and Pinot Noir as approved red grape varieties in its production regulations?",Vin de Savoie,Savoie (Vin de Savoie),0.82,"The Vin de Savoie appellation in the French Alps is known for permitting a range of local and regional varieties including Mondeuse (a native Savoyard red grape), Gamay, and Pinot Noir as approved red grape varieties in its production regulations.",True,1.0,True,0.72,fail,True,2933,156,109,
2f96ad39-3b86-43ca-b9ea-6657516ab226,WB-VIT-0201-L2,2,"Which AVA is distinguished by its elevation, with vineyards located at or above 1,200 feet?",Mendocino Ridge AVA,Rocks District of Milton-Freewater,0.3,"Several AVAs are defined by high elevation requirements (e.g., Sierra Foothills at 1,200+ feet, or Adelaida District, or perhaps a specific AVA like Malibu Coast or Eagle Foothills), but I'm not confident which single AVA is specifically distinguished by a 1,200-foot minimum elevation requirement as its defining characteristic.",False,0.264,False,0.45,warn,True,6720,145,125,
0c6959ed-6f0a-4028-bda0-dd256d9b0b21,WB-REG-0215-L2,2,"Which of the following entities underwent a formal name change in the European Union in 2009, specifically to allow the protection of a geographic indication for a sparkling wine style, thereby distinguishing the grape from the appellation-linked name?","A white grape variety previously widely known as Prosecco, which was officially renamed to avoid confusion with the protected wine designation",Prosecco (the grape variety Prosecco was renamed Glera in 2009),0.95,"In 2009, the EU granted DOC/DOCG status to Prosecco as a geographic indication for the sparkling wine from the Veneto/Friuli region, and to protect this appellation the grape variety previously known as Prosecco was officially renamed Glera, separating the grape name from the protected place-based wine name.",False,0.441,False,0.25,fail,True,3554,169,132,
c396ef5e-001a-4882-bee9-7165f2550a7e,WB-VIT-0207-L2,2,"In which of the following wine-producing nations does the vine-destroying aphid actually exist, manifesting as an exceptionally fragile strain that perishes rapidly within the local earth?",Argentine wine,Chile,0.72,"Chile is famously one of the few wine-producing countries considered phylloxera-free due to its geographic isolation (Andes, Pacific, desert, Antarctica), but there are reports that a weak or attenuated strain of phylloxera does exist in Chilean soils yet dies quickly due to the sandy, dry soil conditions — making it the nation where the aphid technically exists but manifests as an exceptionally fragile strain that perishes rapidly in the local earth.",False,0.211,False,0.3,pass,True,5264,158,134,
72a93e98-298a-4c1e-baf5-6c388831e0e4,WB-GRP-0233-L2,2,In which of the following countries or US states is Sauvignon blanc NOT widely cultivated?,Italy,Oregon,0.55,"Without seeing the specific answer choices, Oregon stands out as a state where Pinot Noir and Pinot Gris dominate rather than Sauvignon Blanc, whereas countries like France, New Zealand, Chile, and South Africa, and US states like California, are all well-known for wide Sauvignon Blanc cultivation.",False,0.0,False,0.0,warn,True,3265,141,107,
4c593fc9-340f-47dc-bddb-65fdc61be7d3,WB-VIT-0187-L2,2,Which level of origin designation in South Africa is most defined by unique terroir characteristics?,Wine of Origin districts,Single Vineyard (Ward or single vineyard designation),0.62,"In South Africa's Wine of Origin (WO) system, the hierarchy moves from broadest to most specific as Geographical Unit > Region > District > Ward, with Wards being the most narrowly defined appellations based on specific terroir characteristics such as soil and climate, making them the most terroir-defined level of the official designation system.",False,0.368,False,0.65,pass,True,5507,138,117,
97b52840-76aa-4ea1-992c-a01f900600d4,WB-WMK-0210-L2,2,"A Champagne house's flagship multi-vintage cuvée is said to require roughly two decades from start to finish, including a minimum of six years of bottle maturation in the producer's own cellars before release. Which house is being described?",Krug,Krug,0.72,"Krug Grande Cuvée is a multi-vintage blend known for its exceptionally long aging process, with the house aging wines for a minimum of six years on lees before release and the overall process from harvest to release spanning roughly two decades when accounting for the reserve wines used in the blend.",True,1.0,True,0.72,fail,True,3614,172,99,
bfcb5b05-1563-4492-99ad-2cef0a1603ea,WB-GRP-0245-L2,2,"When evaluating the authorized grape varieties for distinct California wine regions, one area is specifically noted for allowing the cultivation of Malbec, whereas another authorizes the use of Barbera. Which pair correctly identifies the appellation associated with Malbec, followed by the appellation associated with Barbera?",Yucaipa Valley AVA and Sierra Foothills AVA,"Paso Robles for Malbec, Shenandoah Valley (California) for Barbera",0.3,"California AVAs generally do not restrict grape varieties, so this question likely refers to specific sub-appellations with unique regulations; Paso Robles is known for Malbec plantings and the Sierra Foothills/Shenandoah Valley area is associated with Barbera, but I lack confident knowledge of which specific AVAs have formal authorized variety lists distinguishing Malbec from Barbera.",False,0.349,False,0.35,pass,True,4250,185,147,
46a71179-8d22-44df-81bf-e3c05522f056,WB-VIT-0210-L2,2,Which American Viticultural Area lies within a narrow inland valley landform part of the Peninsular Ranges and is situated in northern San Diego County?,San Pasqual Valley AVA,Ramona Valley,0.6,"Ramona Valley AVA is located in northern San Diego County within an inland valley associated with the Peninsular Ranges, making it the most likely candidate, though I have moderate uncertainty about the specific 'narrow inland valley' descriptor fitting Ramona versus another San Diego AVA like Valle de la Jolla or San Pasqual Valley.",False,0.571,True,0.72,fail,True,3559,153,111,
31cb1ed6-62a4-443c-ba2c-00d235620db9,WB-GRP-0224-L2,2,"Trailing only Chardonnay and Pinot Noir in total vineyard area, which grape variety currently ranks as the third most cultivated vine across the United Kingdom?",Bacchus,Bacchus,0.62,"Bacchus is widely recognized as one of the most planted white grape varieties in England, known for producing aromatic wines, and after Chardonnay and Pinot Noir it is frequently cited as among the top cultivated varieties in UK vineyards.",True,1.0,True,0.65,fail,True,3075,158,87,
8705e12b-1b6c-47ff-976f-65d3afcc8772,WB-VIT-0211-L2,2,"Which viticultural area includes a region known for its expansive vineyard acreage, with over 11,000 acres currently planted, situated within a larger appellation that spans approximately 70,000 acres in California's Central Valley?",Borden Ranch AVA,Lodi AVA,0.55,"Lodi AVA in California's Central Valley spans approximately 545,000 acres total but has around 100,000+ acres under vine, though sub-AVAs within Lodi (such as Mokelumne River) could fit the description of ~11,000 planted acres within a larger ~70,000-acre appellation, making Lodi or one of its sub-appellations the most likely answer, though the specific acreage figures suggest this could refer to Clarksburg AVA or another Central Valley appellation.",False,0.5,False,0.72,fail,True,4681,172,155,
ca27c5fd-44e3-4ecb-9046-63020b5410c8,WB-BIZ-0170-L2,2,"Which Croatian wine region was the second to receive state protection, achieving this status in 1967, following Dingač?",Postup,Postup,0.7,"Postup is a red wine appellation on the Pelješac Peninsula in Croatia, closely associated with Dingač (the first protected Croatian wine in 1961), and is commonly cited as the second Croatian wine region to receive state protection, in 1967.",True,1.0,True,0.72,fail,True,3121,147,89,
27cd6fba-dbf1-4844-84e8-a79cf473e9c2,WB-BIZ-0172-L2,2,In which city has the International Organisation of Vine and Wine been headquartered since relocating from Paris in 2022?,Dijon,Dijon,0.72,"I recall that the OIV (International Organisation of Vine and Wine) relocated its headquarters from Paris to Dijon, France in 2022, as Dijon is a major wine region hub and the move was part of efforts to strengthen ties with the wine-producing regions of Burgundy.",True,1.0,False,0.35,pass,True,2731,147,95,
4003003e-4d12-4911-9720-83fae4861000,WB-PRD-0214-L2,2,"A Barossa Valley producer is often cited as a driving force behind the early-21st-century revival of rosé, with that style accounting for over 40% of its total output. Which winery fits this description?",Turkey Flat,Turkey Flat Vineyards,0.45,"Turkey Flat Vineyards in the Barossa Valley is well known for its rosé program and has been cited as a significant producer of rosé in Australia, though I am not fully certain it accounts for over 40% of output or that it is specifically the winery described as a driving force behind the early-21st-century rosé revival.",True,1.0,False,0.35,warn,True,2866,168,111,
8714ae38-d903-47b9-ad36-3fa03cd24aba,WB-PRD-0218-L2,2,Dürnberg is based in which Austrian winegrowing area?,Weinviertel,Falkensteiner Berge / Weinviertel,0.55,"Dürnberg is a wine producer I associate with the Weinviertel region in Austria, though I am not entirely certain of the precise sub-region designation.",True,1.0,False,0.45,warn,True,3190,135,78,
7451f1a6-891c-4fe5-9736-b560242f661c,WB-PRD-0215-L2,2,"An Adelaide Hills winery pioneered the cultivation of Grüner Veltliner in Australia by bringing in three clones from Austria in 2006, followed by an additional three clones or clonal selections three years later. In which year did this second importation take place?",2009,2009,0.72,"The question states the first importation was in 2006 and the second came 'three years later,' which straightforwardly points to 2009, consistent with what I recall about Grüner Veltliner's early development in the Adelaide Hills (associated with wineries like Hahndorf Hill).",True,1.0,True,0.35,fail,True,3555,181,101,
e743ad70-4d9a-4620-8bf7-521133d426ef,WB-PRD-0219-L2,2,Which Sauternes estate in Gironde was formerly called Maison Noble de Verdoulet and holds the rank of Deuxième cru classé in the 1855 Bordeaux classification?,Château Filhot,Château Lamothe,0.35,"The historical name 'Maison Noble de Verdoulet' is not something I can confidently match to a specific Sauternes deuxième cru classé estate from my training knowledge, though Château Lamothe is one of the lesser-known deuxièmes crus in Sauternes that could potentially have had an older historical name, but I am not certain of this connection.",True,0.759,False,0.35,warn,True,4084,167,122,
c9271d2c-dd0b-43e4-80cf-608883be0913,WB-BIZ-0175-L2,2,"The Russian legislative assembly sought to prohibit the importation of wines from which country, citing its government's supposedly hostile political stance toward Moscow?",Moldova,Georgia,0.72,"Russia has historically used wine import bans as political leverage against Georgia, most notably banning Georgian wines in 2006 during a period of heightened political tensions between the two countries, and the Russian legislative assembly (State Duma) has periodically discussed or enacted such prohibitions citing Georgia's pro-Western political stance as hostile to Moscow.",False,0.286,False,0.72,pass,True,4123,149,106,
8db9a8b7-76ba-4557-81e2-bd01c603b1f4,WB-REG-0218-L2,2,Which Italian wine style gained recognition and a guarantee of origin thanks to the efforts of a few noble families in the late 1960s and early 1970s?,Super Tuscan,Brunello di Montalcino,0.55,"Brunello di Montalcino, developed primarily by the Biondi-Santi family, gained DOC recognition in 1966 and DOCG status later, though Chianti Classico also had noble family involvement (the Barone Ricasoli connection) and received its own protections around this era, making this a plausible but not certain answer.",False,0.176,False,0.72,pass,True,3751,155,127,
95d2141a-27aa-495c-ad57-fd83193b47ab,WB-VIT-0213-L2,2,"An American Viticultural Area covers roughly 24 square miles of terrain, with about 1,000 acres planted to vines on thin, volcanic-derived soils. Which AVA matches this description?",Mount Veeder AVA,Red Hill Douglas County AVA,0.35,"The description of ~24 square miles, ~1,000 planted acres, and thin volcanic-derived soils points to a small, geologically distinct AVA; Red Hill Douglas County in Oregon fits the volcanic soil profile and small size, though I am not highly confident in the exact acreage figures matching this specific AVA over other candidates like Seneca Lake or smaller volcanic-soil AVAs.",False,0.372,True,0.65,pass,True,4021,166,124,
e639a1f6-f4ce-4e64-82a9-82c7fd39a386,WB-REG-0217-L2,2,Which appellation has separate DOCG status and distinct production regulations from the larger DOCG that surrounds it?,Chianti Classico,"Brunello di Montalcino (with Rosso di Montalcino as a related DOC), but more precisely the example is Chianti Classico DOCG existing as a separate DOCG carved out from within the broader Chianti DOCG",0.72,"Chianti Classico DOCG was granted its own separate DOCG status in 1996, distinct from the surrounding/larger Chianti DOCG, with its own stricter production regulations including higher minimum Sangiovese content and lower yields, making it the classic example of an appellation with separate DOCG status surrounded by a larger DOCG.",True,1.0,False,0.65,fail,True,5356,145,172,
1a1d4339-f821-434b-bdcf-c5c30cb2f7cf,WB-BIZ-0176-L2,2,"Following the 2021 legislative updates to the Liquor Products Amendment Act, the South African regulatory body previously operating as the Wine and Spirit Board was officially renamed to what?",Wine Certification Authority,South African Liquor Products Authority (SALPA),0.35,"I have limited specific knowledge of the 2021 Liquor Products Amendment Act details in South Africa, but based on general awareness of South African wine regulatory changes, the Wine and Spirit Board was likely renamed to something reflecting a broader liquor products mandate, possibly the South African Liquor Products Authority, though I am not confident in this specific name.",False,0.432,False,0.35,warn,True,6766,157,117,
b25677c8-1580-479e-b462-a220f30d2250,WB-GRP-0226-L2,2,Vine researchers consider the Apulia region of southern Italy to be the likely birthplace and primary cultivation area for which of the following white grape varieties?,Verdeca,Verdeca,0.55,"Verdeca is a white grape variety historically associated with Apulia (Puglia) in southern Italy, particularly used in the Locorotondo and Martina Franca DOCs, and is considered indigenous to the region, though I have moderate confidence as other varieties like Minutolo (Fiano Minutolo) are also linked to Puglia.",True,1.0,False,0.35,warn,True,3455,153,116,
a0545836-754c-4540-b508-1eb131515b60,WB-REG-0201-L2,2,Which Virginia American Viticultural Area received federal recognition in 2012?,Middleburg AVA,Rocky Knob,0.35,"I'm not confident in the specific year of federal recognition for Virginia AVAs; Rocky Knob is one of Virginia's AVAs but I cannot confirm with certainty which one received recognition specifically in 2012, so this is a low-confidence guess.",False,0.167,False,0.35,fail,True,4475,137,91,
bbdb7727-2148-462b-9cc1-bae951242d6c,WB-GRP-0225-L2,2,"Following a period of rapid expansion in vineyard acreage, which specific vintage stands as the highest-yielding harvest on record for the viticultural sector in the United Kingdom?",2018,2018,0.55,"The 2018 vintage in the UK was widely reported as a record-breaking harvest in terms of volume, benefiting from a long, warm, dry summer following years of significant vineyard expansion, with estimates of around 15.6 million bottles produced.",True,1.0,True,0.35,fail,True,5505,158,90,
cfb8fbf2-d1b0-4bb6-9bd4-61bb8a7784ea,WB-GRP-0255-L2,2,"Which grape variety is authorized for cultivation in an AVA located within San Diego County, where the permitted varieties include a Rhône red known for bold, spicy profiles?",Syrah,Syrah,0.55,"San Diego County contains the Ramona Valley AVA, which permits various Rhône varieties, and Syrah is the most prominent bold, spicy Rhône red grape authorized in California AVAs including those in San Diego County.",True,1.0,True,0.6,fail,True,3756,156,86,
8f0a041b-ce55-4f25-bdea-cef2cb8b37cf,WB-REG-0188-L1,1,"Given the fact, in which country would a traveller find the Other wine region?",Argentina,New Zealand,0.55,"New Zealand's wine classification system includes an 'Other' region category that encompasses smaller or less formally defined wine-producing areas not covered by the main designated regions, though I'm not highly confident in this specific attribution.",False,0.2,False,0.2,pass,True,3130,138,75,
f989ed98-b33d-4659-bac3-2964cb25d629,WB-REG-0222-L2,2,A Chilean winemaker is planning a new Pinot Noir program and wants to shortlist vineyard sources in areas where that grape is regularly made. Four internal proposals are on the table. Which proposal stays fully aligned with the known regional pattern for this variety in Chile?,"Source Pinot Noir from Limarí, Leyda, and Bío Bío for the new program.","The proposal sourcing fruit from Casablanca Valley or Bio-Bio/Itata region stays fully aligned with the known regional pattern for Pinot Noir in Chile, as these cool-climate areas are the established heartlands for the variety.",0.72,"Pinot Noir in Chile is predominantly grown in cool-climate regions such as Casablanca Valley, San Antonio/Leyda, and the southern regions of Bio-Bio and Itata, so any proposal pointing to these areas aligns with the known regional pattern, while proposals citing warmer valleys like Maipo or Colchagua would not.",False,0.264,False,0.3,fail,True,4798,177,163,
1a74dbc8-baf5-4322-a778-b36604652770,WB-REG-0189-L1,1,"Based on the fact, in which country is the Meursault wine region located?",France,France,0.99,"Meursault is a well-known appellation in the Côte de Beaune subregion of Burgundy, France, famous for its white wines made from Chardonnay.",True,1.0,True,0.98,fail,True,2260,139,78,
64aa50cb-4816-4300-bfb0-3ce105589c97,WB-PRD-0220-L2,2,True or False: Château Villemaurine is located in the Saint-Émilion wine region.,True,True,0.85,"Château Villemaurine is a Grand Cru Classé estate located in Saint-Émilion, on the limestone plateau near the town of Saint-Émilion itself.",True,1.0,True,0.72,fail,True,2660,145,77,
f80c2016-73da-45b4-9035-000038d68b70,WB-PRD-0221-L2,2,True or False: Clos des Jacobins is located in the Saint-Émilion wine region.,True,True,0.85,"Clos des Jacobins is a well-known Grand Cru Classé estate located in Saint-Émilion, on the Right Bank of Bordeaux.",True,1.0,True,0.85,fail,True,2445,145,73,
e3f6c047-4dad-4b58-b91e-4adab89208e3,WB-PRD-0222-L1,1,What wine region is Clos des Jacobins part of?,Saint-Émilion,"Saint-Émilion, Bordeaux",0.92,"Clos des Jacobins is a Grand Cru Classé estate located in the Saint-Émilion appellation of Bordeaux, France.",True,1.0,True,0.75,fail,True,3206,135,74,
f651d861-cf1f-48fd-a2b9-d90b0f2485b4,WB-BIZ-0185-L2,2,A country with roughly 47 litres of wine consumed annually per resident ranks just below the top spot in per-person wine intake. Which country is it?,France,Portugal,0.55,"Portugal consistently ranks among the top countries for per-capita wine consumption, typically around 50 litres per person annually, placing it near the very top alongside Luxembourg and France, making it a plausible candidate for the second-highest spot at roughly 47 litres.",False,0.286,True,0.72,warn,True,4578,154,87,
111db344-8f14-4ac6-b37f-d33fee96da02,WB-REG-0187-L1,1,The fact assigns the Rutherford AVA to which US state?,California,California,0.99,"Rutherford AVA is a well-known American Viticultural Area located in the Napa Valley of California, famous for its Cabernet Sauvignon and the concept of 'Rutherford Dust.'",True,1.0,True,0.95,fail,True,2525,136,81,
96b3884f-e9b8-4765-8b07-c430842c4a46,WB-REG-0190-L1,1,"A buyer is routing a shipment of Sierra Foothills AVA wine. Based on the fact, which US state is the origin?",California,California,0.99,"The Sierra Foothills AVA is a well-known American Viticultural Area located in the foothills of the Sierra Nevada mountain range in California, encompassing counties such as El Dorado, Amador, and Calaveras.",True,1.0,True,0.95,fail,True,2887,150,89,
d7bfba2f-22f4-4039-963a-7d2dd8ced1cf,WB-REG-0191-L1,1,"A buyer is routing a shipment of Madera AVA wine. Based on the fact, which US state is the origin?",California,California,0.97,"Madera AVA is an American Viticultural Area located in Madera County in the San Joaquin Valley of California, known primarily for producing Zinfandel, Barbera, and dessert wines.",True,1.0,True,0.95,fail,True,2580,148,83,
a5ce3978-c1e2-44c0-984b-2851e63280f3,WB-REG-0186-L1,1,The fact assigns the Madera AVA to which US state?,California,California,0.97,"Madera AVA is located in Madera County in the San Joaquin Valley of California, a well-known wine-producing region in the Central Valley.",True,1.0,True,0.85,fail,True,5425,135,65,
eb0f503c-0dbe-4a16-ae3c-a3af6c1b7bc9,WB-REG-0196-L2,2,Identify the broader region containing Chianti Classico.,Tuscany,Tuscany,0.99,"Chianti Classico is a DOCG wine region located in the heart of Tuscany, Italy, situated between Florence and Siena.",True,1.0,True,0.95,fail,True,1813,134,69,
6672fd4b-a410-49e3-bd51-7323741961b9,WB-BIZ-0187-L2,2,What proportion of the wine sold in Canada is accounted for by domestically produced Canadian wine?,Less than half of the market,Approximately 30-35% of wine sold in Canada is domestically produced Canadian wine,0.35,"From general knowledge, Canada is a relatively small wine producer and imports heavily from countries like France, Italy, Australia, and the US, with domestic wine accounting for roughly a third of total sales, though I am not confident in a precise figure and this estimate could be off.",False,0.218,False,0.45,warn,True,5837,140,107,
a2b44299-bcba-4f96-b943-248c945c6507,WB-REG-0195-L2,2,Which region of origin is Recioto di Soave part of?,Veneto,Veneto,0.97,"Recioto di Soave is a sweet DOCG wine made from dried Garganega grapes in the Soave zone, which is located in the Veneto region of northeastern Italy.",True,1.0,True,0.92,fail,True,3028,137,76,
bbe995a3-cde5-418f-b231-ccefa3a72b72,WB-PRD-0223-L1,1,What wine region is Château Bélair-Monange part of?,Saint-Émilion,"Saint-Émilion, Bordeaux",0.95,"Château Bélair-Monange is a well-known estate in Saint-Émilion, classified as a Premier Grand Cru Classé, located on the Right Bank of Bordeaux.",True,1.0,False,0.72,fail,True,2159,137,84,
ea5349ac-ae3c-4e4d-b769-d0794e1f28ef,WB-REG-0211-L2,2,In which Greek island group is the Santorini wine region located?,Cyclades,Cyclades,0.98,"Santorini is a well-known island in the Cyclades archipelago in the Aegean Sea, famous for its Assyrtiko-based wines grown in volcanic soils.",True,1.0,True,0.95,fail,True,2751,136,77,
1a8db214-6247-479a-bb0b-b7bf0fae000a,WB-VIT-0188-L2,2,"In vineyard floor management, what is the primary reason that mechanical soil working is typically necessary following the application of water?",The added moisture prompts dormant unwanted plant seeds to sprout.,"To break up the surface crust (soil cap) that forms when water causes fine soil particles to compact and seal the surface, which would otherwise impede aeration, water infiltration, and gas exchange in the root zone.",0.72,"When water (rain or irrigation) hits bare soil, fine particles migrate and form a hardened surface crust upon drying, reducing porosity and infiltration, so mechanical tillage is used to break this crust and restore soil structure.",False,0.257,False,0.6,pass,True,4408,145,128,
50108d32-f809-435f-9520-afa9430f8f8f,WB-WMK-0188-L2,2,"Which white grape variety is typically processed in Australia using cool fermentation in inert vessels, protected from oxygen exposure, and bottled relatively soon after fermentation?",Riesling,Riesling,0.72,"Australian Riesling, particularly from regions like Clare Valley and Eden Valley, is classically made in a reductive style using cool fermentation in stainless steel or inert vessels with minimal oxygen exposure and early bottling to preserve freshness and aromatic intensity, though Sauvignon Blanc also fits some of these criteria.",True,1.0,False,0.72,pass,True,3877,153,107,
554aa8a8-eef0-4f45-a246-b1c6bdfb48e2,WB-REG-0224-L2,2,"A winemaker is planning a small Canadian release and wants the project to align with three internal benchmarks from past review data: it should use a grape that is regularly made in British Columbia, fit within the set of varieties already represented in Canadian review samples, and be positioned around the country's typical review performance of about 89.4/100 rather than as an outlier style. Which plan best matches those constraints?","Produce a Cabernet Franc from British Columbia as one of the varieties already seen in Canadian review data, and target quality near 89.4 points.","Produce a Pinot Gris from British Columbia, targeting a quality level around 89 points, as this variety is widely grown in BC, commonly represented in Canadian wine reviews, and suits a mid-range quality positioning rather than an outlier style.",0.62,"Pinot Gris is one of the most commonly planted and reviewed white varieties in British Columbia, frequently appears in Canadian wine review datasets, and a mid-tier (~89 point) positioning aligns with the country's typical review average, making it the most plausible fit for all three benchmarks.",False,0.51,False,0.45,fail,True,4537,207,151,
6eebb2d2-f72d-4952-a8e1-b7ccbd4bbe1a,WB-BIZ-0178-L2,2,Which Italian wine consortium represents a collective of more than 200 individual producers dedicated to a single DOCG appellation in Tuscany?,Consorzio del Vino Brunello di Montalcino,Consorzio Vino Brunello di Montalcino,0.72,"The Consorzio del Vino Brunello di Montalcino is one of Italy's most prominent single-DOCG consortia in Tuscany, representing a large collective of producers dedicated exclusively to Brunello di Montalcino DOCG, and is widely cited as having over 200 member producers.",True,0.949,True,0.72,pass,True,4917,150,122,
597350d9-5322-41b0-a438-18c85c53a7bc,WB-REG-0227-L2,2,"A producer in Neusiedlersee is bottling a wine for the 2022 harvest and wants to label it with both the vintage year and a single grape variety on the front label. Records from the cellar show the final cuvée contains 82% of the named grape from the 2022 harvest, with the remainder being another permitted variety from the same vintage. Under the regional framework that governs this DAC, what is the minimum adjustment required before the wine can legally carry both the variety and vintage designation?","Both the varietal share and the vintage share must each reach at least 85%, which requires reformulating the cuvée.","The producer must increase the named grape variety content by at least 3 percentage points, bringing it to a minimum of 85% of the named variety, before the wine can legally carry both the variety and vintage designation.",0.72,"Under EU wine labeling regulations (which apply to Austrian DAC wines), a varietal wine must contain at least 85% of the named grape variety to carry a single variety designation on the label, meaning the current 82% blend falls 3% short of the required threshold and must be adjusted accordingly.",False,0.204,False,0.72,pass,True,4294,232,141,
