uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_facts,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,verbatim_copy,wine_category_leak,notes,audit_severity_summary,flagged_by_agent,recommended_action
01b6fc7a-dfc6-40b0-9d23-0d8f279f42fe,WB-GRP-0713-L3,template,template_only,grape_varieties,3,application,A vigneron plans to plant 55% white varieties in a region known for this practice. Which of the following regions has a documented history of cultivating white varieties at this proportion?,"[{'id': 'A', 'text': 'Georgian wine'}, {'id': 'B', 'text': 'Primitivo'}, {'id': 'C', 'text': 'Lazio wine region'}, {'id': 'D', 'text': 'Argentine wine'}]",C,[1] Lazio wine region permits the 55% white varieties grape variety.,,,,,,,,,,,,"A1=PASS,A3=WARN,B1=PASS,B2=PASS,C2=PASS,C4=PASS",,warn_only
216e5413-5358-40ca-a266-3795c1f6ede0,WB-VIT-0271-L3,comparative,qwen,viticulture,3,analysis,Which of these American Viticultural Areas is defined by its location in a mountainous border region shared between Monterey and San Benito Counties in California?,"[{'id': 'A', 'text': 'Colesville AVA'}, {'id': 'B', 'text': 'Lime Kiln Valley AVA'}, {'id': 'C', 'text': 'High Valley AVA'}, {'id': 'D', 'text': 'Gabilan Mountains AVA'}]",D,"[1] The AVA encompasses 15,000 acres (23 sq mi).
---
[2] Gabilan Mountains is an American Viticultural Area (AVA) located in the mountainous region on the border in Monterey and San Benito Counties in California.",,,,,,,,,,,,"A1=PASS,A3=WARN,A4=WARN,B1=PASS,B2=WARN,C2=PASS,C4=PASS",,warn_only
3b43a152-94b2-4fc2-b7e0-619ae4668ede,WB-GRP-0895-L4,scenario_synthesis,llama,grape_varieties,4,application,"A US winemaker is deciding between two potential grape varieties to plant in their new vineyard. They are considering Nebbiolo and Durif, but want to ensure that whichever they choose will allow them to use the grape variety name on the label. Which of the following statements is true?","[{'id': 'A', 'text': 'Neither Nebbiolo nor Durif are approved grape variety names for US wine labels'}, {'id': 'B', 'text': 'Only Nebbiolo is an approved grape variety name for US wine labels'}, {'id': 'C', 'text': 'Only Durif is an approved grape variety name for US wine labels'}, {'id': 'D', 'text': 'Both Nebbiolo and Durif are approved grape variety names for US wine labels'}]",D,"[1] Nebbiolo is an approved grape variety name for use on US wine labels per TTB regulations.
---
[2] Petite Sirah is an approved synonym for Durif on US wine labels.
---
[3] Durif is an approved grape variety name for use on US wine labels per TTB regulations.",,,,,,,,,,,,"A1=PASS,A3=WARN,B1=PASS,B2=WARN,C2=PASS,C4=WARN",,warn_only
4c18adaf-e33e-428c-9489-b4726d6818f1,WB-REG-0868-L4,distractor_mining,claude,wine_regions,4,analysis,"Recognized on September 26, 1986 by the Bureau of Alcohol, Tobacco and Firearms, this appellation became the 87th in the United States and the third to be designated within its home state. Which AVA is being described?","[{'id': 'A', 'text': 'Mendocino Ridge AVA'}, {'id': 'B', 'text': 'Arkansas Mountain AVA'}, {'id': 'C', 'text': 'Madera AVA'}, {'id': 'D', 'text': 'Chiles Valley AVA'}]",B,"[1] The Mendocino Ridge AVA has been nicknamed ""Islands in the Sky,"" because the thick fog moving inland from the Pacific Ocean blankets the coast and the valleys between the ridge.
---
[2] Chiles Valley AVA was established as the nation's 136th, the state's 82nd and the county's thirteenth AVA on February 17, 1999 by the Bureau of Alcohol, Tobacco and Firearms (ATF).
---
[3] Arkansas Mountain AVA was established on September 26, 1986, as the nation's 87th and the state's third appellation by the Bureau of Alcohol, Tobacco and Firearms (ATF).
---
[4] Madera AVA was established on December 7, 1984, by the Bureau of Alcohol, Tobacco and Firearms (ATF), Treasury after reviewing the petition submitted by Mr.
---
[5] As of 2024, eight smaller sub-AVAs are nested within the Mendocino appellation that largely encompasses Mendocino County.
---
[6] The AVA is located between the Russian River and Anderson Valley.",,,,,,,,,,,,"A1=PASS,A3=FAIL,B1=PASS,B2=PASS,C2=PASS,C4=PASS",A3_FactEcho,drop_critical
11765675-88ed-49ec-971f-d9e62e47e545,WB-REG-0879-L2,fact_to_question,claude,wine_regions,1,recall,"The Portuguese wine sub-region of Castelo Rodrigo, centered on the town of Figueira de Castelo Rodrigo, sits immediately south of which major demarcated wine region and falls within which broader wine region?","[{'id': 'A', 'text': 'South of the Douro, within the greater Trás-os-Montes region'}, {'id': 'B', 'text': 'South of the Douro, within the greater Beiras region'}, {'id': 'C', 'text': 'South of the Minho, within the greater Alentejo region'}, {'id': 'D', 'text': 'South of the Dão, within the greater Tejo region'}]",B,[1] Castelo Rodrigo (Portuguese pronunciation: [kɐʃˈtɛlu ʁuˈdɾiɣu]) is a Portuguese wine region centered on the town of Figueira de Castelo Rodrigo in the wider Beiras wine region south of the Douro.,,,,,,,,,,,,"A1=PASS,A3=FAIL,B1=PASS,B2=WARN,C2=PASS,C4=FAIL",A3_FactEcho,drop_critical
f862317d-0ed8-4c12-a0fa-020c032bf9f8,WB-WMK-0261-L4,scenario_synthesis,claude,winemaking,4,analysis,"A winemaker at a mid-sized white wine producer is benchmarking a new off-dry cuvée against typical commercial mid-tier white wines (those that would score in the average quality band on consumer rating panels). Her lab returns the following numbers for her finished wine: volatile acidity 0.45 g/L, total SO2 95 mg/L, and residual sugar 6.0 g/L. She wants to know how her wine compares to the median profile of mid-tier commercial whites before deciding whether to make adjustments prior to bottling. Based on typical median values for this quality tier, what adjustment(s) should she consider?","[{'id': 'A', 'text': 'All three parameters are already close to the typical median for this tier; no adjustments are warranted.'}, {'id': 'B', 'text': 'Her residual sugar is far above the typical median, so she should consider fermenting the wine drier before bottling.'}, {'id': 'C', 'text': 'Her total SO2 is well above the typical median and her VA is below it; she should reduce SO2 additions.'}, {'id': 'D', 'text': 'Her volatile acidity is notably above the typical median and her total SO2 is below it; residual sugar is close to typical. She should address VA and review SO2 management.'}]",D,"[1] White wines rated 5-6 have a median volatile acidity of 0.26 g/L.
---
[2] White wines rated 5-6 have a median total sulfur dioxide of 140 mg/L.
---
[3] White wines rated 5-6 have a median residual sugar of 6.2 g/L.",,,,,,,,,,,,"A1=PASS,A3=WARN,B1=PASS,B2=PASS,C2=PASS,C4=PASS",,warn_only
57283430-f70e-4c06-8aff-329866b58ae7,WB-GRP-1252-L3,scenario_synthesis,llama,grape_varieties,3,application,A winemaker wants to produce a deeply colored rosé wine. Which of the following grape varieties would be the best choice as the primary grape for this style?,"[{'id': 'A', 'text': 'Muscat of Alexandria'}, {'id': 'B', 'text': 'Brachetto'}, {'id': 'C', 'text': 'None of the above'}, {'id': 'D', 'text': 'Muscat Hamburg'}]",D,"[1] Muscat of Alexandria is a white grape variety according to UC Davis FPS.
---
[2] Muscat Hamburg is a black grape variety according to UC Davis FPS.
---
[3] Brachetto is a black grape variety according to UC Davis FPS.",,,,,,,,,,,,"A1=PASS,A3=PASS,B1=FAIL,B2=PASS,C2=PASS,C4=PASS",B1_TriJudgeAnswer,drop_critical
5e3d591c-ef02-46e5-b3bb-b7a34e887a45,WB-GRP-0315-L3,comparative,llama,grape_varieties,3,analysis,Which Australian wine region permits the production of Cabernet Sauvignon wines?,"[{'id': 'A', 'text': 'Margaret River'}, {'id': 'B', 'text': 'Barossa Valley'}, {'id': 'C', 'text': 'Mudgee'}, {'id': 'D', 'text': 'Kangaroo Island'}]",D,"[1] Kangaroo Island wine region permits the | varietals = Cabernet Sauvignon grape variety.
---
[2] Mudgee wine region permits the | varietals =Shiraz grape variety.",,,,,,,,,,,,"A1=PASS,A3=WARN,A4=WARN,B1=PASS,B2=PASS,C2=PASS,C4=PASS",,warn_only
3a2fde21-2b41-4c5b-a664-e01a92870c10,WB-PRD-0843-L2,template,template_only,producers,2,recall,Decide True or False — DiMatteo Vineyards is a producer of the New Jersey wine region.,"[{'id': 'A', 'text': 'True'}, {'id': 'B', 'text': 'False'}]",A,[1] DiMatteo Vineyards is a wine producer located in New Jersey.,,,,,,,,,,,,"A1=PASS,A3=PASS,B1=PASS,B2=WARN,C2=PASS,C4=WARN",,warn_only
cb444d22-d7fb-4eb3-9c46-80f2638b85f2,WB-GRP-0933-L2,comparative,llama,grape_varieties,2,analysis,"Which grape variety is associated with the warm climate regions of Malmesbury, Wellington, and Paarl in South Africa?","[{'id': 'A', 'text': 'Tempranillo'}, {'id': 'B', 'text': 'Barbera'}, {'id': 'C', 'text': 'Sangiovese'}, {'id': 'D', 'text': 'Nebbiolo'}]",B,"[1] South African producers have begun widespread plantings of the grape in the warm climate regions of Malmesbury, Wellington and Paarl.
---
[2] Although the DOCG regulations for Barolo and Barbaresco require the wines to be made from Nebbiolo only, Nebbiolo Rosé remains permitted in practice.",,,,,,,,,,,,"A1=PASS,A3=FAIL,B1=FAIL,B2=PASS,C2=PASS,C4=WARN",B1_TriJudgeAnswer,drop_critical
81becd5c-f5b4-4532-a855-ae5dc42f03ca,WB-GRP-1231-L2,scenario_synthesis,qwen,grape_varieties,1,application,"A winemaker in a cool-climate German wine region is evaluating which white grape varieties to expand in their vineyard over the next five years. They are prioritizing varieties that have shown increasing demand both locally and internationally, particularly those associated with high-quality wine production. At the same time, they must account for the sensory profiles of traditional varieties currently in use—some of which are noted for their subtlety and neutrality—when planning shifts in planting. Given recent trends, which grape variety should the winemaker prioritize for new plantings to align with market demand and quality expectations?","[{'id': 'A', 'text': 'Grauer Burgunder, which has seen sustained plantings for its aromatic complexity'}, {'id': 'B', 'text': 'Weisser Burgunder, as it complements the region’s tradition of subtle white wines'}, {'id': 'C', 'text': 'Silvaner, due to its established presence and neutral profile that supports consistent blending'}, {'id': 'D', 'text': 'Riesling, in response to rising local and international demand for high-quality wines'}]",D,"[1] === Grape variety trends over time ===

During the last century several changes have taken place with respect to the most planted varieties.
---
[2] Grauer Burgunder or Ruländer (Pinot gris) Weisser Burgunder (Pinot blanc) Silvaner is another subtle, fairly neutral.
---
[3] Since several years ago there has been an increase in plantings of Riesling as local and international demand has been demanding high quality wines.",,,,,,,,,,,,"A1=PASS,A3=WARN,A4=WARN,B1=PASS,B2=WARN,C2=PASS,C4=WARN",,warn_only
39503090-e3f3-41b2-a6f1-4de3a5d40b16,WB-PRD-0359-L4,template,template_only,producers,4,recall,Identify the wine region in which Château Falfas is based.,"[{'id': 'A', 'text': 'Bayon-sur-Gironde'}, {'id': 'B', 'text': 'Beaune AOC'}, {'id': 'C', 'text': 'Hondarrabi Zuri'}, {'id': 'D', 'text': 'Covas do Douro'}]",A,[1] Château Falfas is a wine estate in Bayon-sur-Gironde.,,,,,,,,,,,,"A1=PASS,A3=WARN,B1=PASS,B2=WARN,C2=PASS,C4=WARN",,warn_only
4438de2d-41ad-4c98-841f-93d8508d57ed,WB-GRP-1071-L2,fact_to_question,qwen,grape_varieties,2,recall,In which wine-producing region do hybrid grape varieties represent close to one-fifth of total vineyard plantings for wine production?,"[{'id': 'A', 'text': 'Commonwealth of Virginia'}, {'id': 'B', 'text': 'Commonwealth of Pennsylvania'}, {'id': 'C', 'text': 'Commonwealth of Kentucky'}, {'id': 'D', 'text': 'Commonwealth of Australia'}]",A,[1] French hybrid varieties account for nearly 20% of total wine grape production in the commonwealth.,,,,,,,,,,,,"A1=PASS,A3=WARN,A4=WARN,B1=FAIL,B2=WARN,C2=PASS,C4=WARN",B1_TriJudgeAnswer,drop_critical
