uuid,public_qid,strategy,generator,domain,difficulty,cognitive_dim,question_text,options,correct_answer,source_fact,answer_correct,distractors_plausible,not_ambiguous,source_faithful,needs_source,no_vague_language,difficulty_match,cognitive_match,notes
429ad77f-a7aa-4dc2-a1f3-0e62e98cc8c8,WB-PRD-0006-L2,template,template_only,producers,2,recall,In which wine region is Chaudron located?,"[{'id': 'A', 'text': 'France'}, {'id': 'B', 'text': 'Rutherglen wine region'}, {'id': 'C', 'text': 'Château La Bridane'}, {'id': 'D', 'text': 'Goriška Brda'}]",A,Chaudron is a wine producer located in France.,,,,,,,,,
20ad9b39-0aee-4d39-ba7b-a2682f870fd1,WB-REG-0017-L2,template,template_only,wine_regions,2,recall,In which sub-region or parent region is Valpolicella located?,"[{'id': 'A', 'text': 'Veneto'}, {'id': 'B', 'text': 'Côte Chalonnaise'}, {'id': 'C', 'text': 'Coastal Region'}, {'id': 'D', 'text': 'Lombardy wine'}]",A,Valpolicella DOC is produced in the province of Verona in the Veneto region of northeastern Italy.,,,,,,,,,
2ce6d054-08e7-49b6-b522-18fa67431771,WB-PRD-0074-L3,distractor_mining,claude,producers,3,analysis,This South African wine area holds historical significance as the site of one of the earliest movements toward Black ownership of vineyards and wineries. Which area is being described?,"[{'id': 'A', 'text': 'Stellenbosch'}, {'id': 'B', 'text': 'Elgin, Western Cape'}, {'id': 'C', 'text': 'Paarl (home of the KWV)'}, {'id': 'D', 'text': 'Robertson'}]",B,Wine of Origin was the home of the KWV as well as the annual Nederburg Wine Auction where the reputation of a vintage or an estate could be established.,,,,,,,,,
2b5800e4-c998-4597-9cfa-60e45333419d,WB-WMK-0031-L3,comparative,qwen,winemaking,3,analysis,"A wine label from Tuscany shows it is made under DOCG regulations and states that the wine has a minimum alcohol content of 12.5%. While the grape composition is not listed, the production rules emphasize strict alcohol level requirements over varietal composition. Which appellation is this wine most likely from?","[{'id': 'A', 'text': 'Vino Nobile di Montepulciano'}, {'id': 'B', 'text': 'Chianti Classico'}, {'id': 'C', 'text': 'Brunello di Montalcino'}, {'id': 'D', 'text': 'Morellino di Scansano'}]",C,Brunello di Montalcino DOCG wine must have a minimum alcohol content of 12.5%.,,,,,,,,,
6626bda8-a186-4784-a06e-4e3047d43a70,WB-VIT-0068-L3,distractor_mining,llama,viticulture,3,analysis,"Which grape variety has been shown to exhibit higher °Brix and pH levels in clones with looser bunches, likely due to berry dehydration and increased potassium uptake?","[{'id': 'A', 'text': 'Pinot noir'}, {'id': 'B', 'text': 'Syrah'}, {'id': 'C', 'text': 'Cabernet-Sauvignon'}, {'id': 'D', 'text': 'Merlot'}]",A,I always emphasize that it is the evaluation of the canopy visually that is far more important than the actual nitrogen level.,,,,,,,,,
21196118-6f36-4cd8-aecf-e5e487d88474,WB-GRP-0087-L4,distractor_mining,qwen,grape_varieties,4,analysis,"This Italian wine designation features sparkling wines that are increasingly being labeled according to the specific hills where the grapes are grown, a practice that reflects terroir-driven ambitions but has led to complexity in classification and inconsistent adoption across producers. What is this wine designation?","[{'id': 'A', 'text': 'Umbria wine region'}, {'id': 'B', 'text': 'Prosecco'}, {'id': 'C', 'text': 'Franciacorta DOCG'}, {'id': 'D', 'text': 'Campania wine region'}]",B,"Verduzzo Friulano is used in varietal and blended wines, many of which fall under DOC as well as vino da tavola designations.",,,,,,,,,
a7b555b4-020f-4171-9ba7-2895140cd1fd,WB-VIT-0031-L3,comparative,gemini,viticulture,3,analysis,"A viticultural consultant is evaluating a vast California wine region. They note that navigating the region requires accounting for considerable variations in microclimates across its expansive footprint—the largest in its home county. Despite this climatic diversity, they recommend preparing rootstocks that are specifically well-suited for predominantly loam-based soils. Which AVA is the consultant evaluating?","[{'id': 'A', 'text': 'Mt. Harlan AVA'}, {'id': 'B', 'text': 'Monterey AVA'}, {'id': 'C', 'text': 'Santa Lucia Highlands AVA'}, {'id': 'D', 'text': 'Chalone AVA'}]",B,"As the largest AVA in Monterey County, the region is home to considerable variations in microclimates and soil types with the dominant soil being loam based.",,,,,,,,,
0916e60e-f92d-4791-9133-2c05fac7780c,WB-WMK-0017-L2,fact_to_question,claude,winemaking,2,recall,What is the minimum total aging requirement for Chianti Classico Annata before it can be released to the market?,"[{'id': 'A', 'text': '24 months, including at least 3 months in bottle'}, {'id': 'B', 'text': '18 months, including at least 6 months in bottle'}, {'id': 'C', 'text': '9 months, including at least 3 months in bottle'}, {'id': 'D', 'text': '12 months, including at least 3 months in bottle'}]",D,"Chianti Classico Annata must be aged for a minimum of 12 months before release, including at least 3 months in bottle.",,,,,,,,,
04b0f78f-434b-47d9-af75-b2ad21b643d3,WB-GRP-0011-L2,template,template_only,grape_varieties,2,recall,Which country is considered the origin of the Tempranillo grape?,"[{'id': 'A', 'text': 'Argentina'}, {'id': 'B', 'text': 'Australia'}, {'id': 'C', 'text': 'France'}, {'id': 'D', 'text': 'Spain'}]",D,"Tempranillo is the third-most planted grape variety globally with approximately 231,000 hectares, predominantly in Spain.",,,,,,,,,
6704aec6-8d8f-4d39-afb1-e0408e50c5c7,WB-WMK-0012-L2,fact_to_question,qwen,winemaking,2,recall,Which of the following reports must a Direct Shipper file both with the Department of Tax and Revenue and the Alcohol authority when shipping wine to consumers in West Virginia?,"[{'id': 'A', 'text': 'Direct-to-Consumer Sales Audit Report'}, {'id': 'B', 'text': 'Interstate Alcohol Shipment Manifest'}, {'id': 'C', 'text': 'Wine Export Compliance Certificate'}, {'id': 'D', 'text': 'Report of Wine Shipped to WV Consumers'}]",D,Direct Shipper’s must file an original Report of Wine Shipped to WV Consumers with the Department of Tax and Revenue and a duplicate copy of the report with the Alcohol.,,,,,,,,,
dc11c0e8-158e-4599-b8a2-18c751b2c450,WB-BIZ-0017-L2,fact_to_question,chatgpt,wine_business,2,recall,In what year was Italy's Denominazione di origine controllata system overhauled to align with new European Union law on protected designation of origin?,"[{'id': 'A', 'text': '1992'}, {'id': 'B', 'text': '1990'}, {'id': 'C', 'text': '1996'}, {'id': 'D', 'text': '1994'}]",A,Denominazione di origine controllata was overhauled in 1992 to match new European Union law on protected designation of origin.,,,,,,,,,
2b51de72-35a0-462e-ad7b-95ba3f0c7b05,WB-REG-0014-L2,template,template_only,wine_regions,2,recall,Which grape variety is the primary grape used in Soave wines?,"[{'id': 'A', 'text': 'Garganega'}, {'id': 'B', 'text': 'Gewürztraminer'}, {'id': 'C', 'text': 'Shiraz'}, {'id': 'D', 'text': 'Riesling'}]",A,"Soave wines are produced in three main classifications: Soave DOC, Soave Classico DOC, and Soave Superiore DOCG.",,,,,,,,,
259e1cce-f5ea-4fef-b708-4b13b913cb17,WB-GRP-0038-L2,comparative,chatgpt,grape_varieties,2,analysis,A winery is deciding where to label two single-varietal wines so each grape is permitted in the stated AVA. One wine is Chardonnay and the other is Grenache Blanc. Which pairing matches each wine to an AVA that permits it?,"[{'id': 'A', 'text': 'Both Chardonnay and Grenache Blanc → Borden Ranch AVA'}, {'id': 'B', 'text': 'Both Chardonnay and Grenache Blanc → Clear Lake AVA'}, {'id': 'C', 'text': 'Chardonnay → Clear Lake AVA; Grenache Blanc → Borden Ranch AVA'}, {'id': 'D', 'text': 'Chardonnay → Borden Ranch AVA; Grenache Blanc → Clear Lake AVA'}]",C,Clear Lake AVA permits the Chardonnay grape variety.,,,,,,,,,
cd87fc8f-ebdf-4dc9-af85-f1dda9db8090,WB-WMK-0033-L2,comparative,qwen,winemaking,2,analysis,A wine labeled as DOCG has a minimum alcohol content of 12% and is made primarily from a white grape variety. Which wine is it most likely to be?,"[{'id': 'A', 'text': 'Vino Nobile di Montepulciano, because it is made from Prugnolo Gentile, the local name for Sangiovese'}, {'id': 'B', 'text': 'Soave Superiore, because it requires 70% Garganega and a minimum alcohol content of 12%'}, {'id': 'C', 'text': 'Soave Superiore, because it is made primarily from Sangiovese and has high alcohol requirements'}, {'id': 'D', 'text': 'Vino Nobile di Montepulciano, because it requires 70% Sangiovese and has strict alcohol requirements'}]",B,"Vino Nobile di Montepulciano DOCG must contain a minimum of 70% Sangiovese, locally known as Prugnolo Gentile.",,,,,,,,,
40e05d7e-4ba8-4dfd-aa7f-6315be618449,WB-BIZ-0062-L2,scenario_synthesis,llama,wine_business,2,application,A winemaker in Portugal is deciding whether to pursue DOC or IPR classification for their coastal vineyard protected from ocean winds by sandy dunes. Which classification is most appropriate given the vineyard's current status and potential for future promotion?,"[{'id': 'A', 'text': 'Pursue neither DOC nor IPR classification'}, {'id': 'B', 'text': 'Pursue IPR classification with the goal of future promotion to DOC'}, {'id': 'C', 'text': 'Pursue DOC classification as it is the highest tier'}, {'id': 'D', 'text': 'Pursue both DOC and IPR classification simultaneously'}]",B,Lafões IPR has the second tier Indicação de Proveniencia Regulamentada (IPR) classification and may some day be promoted to Denominação de Origem Controlada (DOC).,,,,,,,,,
3a71aa5e-9e77-411a-8eca-9569c4a30abb,WB-REG-0076-L4,distractor_mining,chatgpt,wine_regions,4,analysis,Which South African wine entity is described by this clue: it is the area near the Cape Peninsula and modern-day Cape Town that formed the historical heart of the country's wine industry?,"[{'id': 'A', 'text': 'Wine of Origin'}, {'id': 'B', 'text': 'Cape Town'}, {'id': 'C', 'text': 'Durbanville'}, {'id': 'D', 'text': 'North West'}]",B,"Wine of Origin can be very dependent on the style of winemaking, with well-made examples having the potential to produce deep coloured.",,,,,,,,,
43960764-64d9-430c-9cec-f991756c8db1,WB-VIT-0051-L2,scenario_synthesis,llama,viticulture,2,application,"You are a viticulturist monitoring a vineyard during early spring. Following the procedures discussed in DELAYED-DORMANT AND BUDBREAK MONITORING, you observe signs of bud feeding. What should you do next?","[{'id': 'A', 'text': 'Begin monitoring for cutworms'}, {'id': 'B', 'text': 'Wait until the first signs of caterpillars to begin monitoring'}, {'id': 'C', 'text': 'Apply treatment for grape leaffolder'}, {'id': 'D', 'text': 'Ignore the bud feeding as it is likely not caused by pests'}]",A,Monitoring and Treatment Decisions Begin to monitor bud feeding by cutworms during bud swell in early spring.,,,,,,,,,
