uuid,qid,difficulty,stem,options,gold,haiku_selected,haiku_confidence,haiku_correct,haiku_reasoning,sonnet_selected,sonnet_confidence,sonnet_correct,sonnet_reasoning,b2_severity
2f96ad39-3b86-43ca-b9ea-6657516ab226,WB-VIT-0201-L2,2,"Which AVA is distinguished by its elevation, with vineyards located at or above 1,200 feet?","A. Santa Cruz Mountains AVA
B. Mendocino Ridge AVA
C. Howell Mountain AVA
D. Sonoma Coast AVA",B,B,0.75,True,"Mendocino Ridge AVA is specifically defined by its elevation requirement of minimum 1,200 feet, making elevation its primary distinguishing characteristic, whereas the other AVAs are defined more by geography or climate than elevation thresholds.",B,0.85,True,"Mendocino Ridge AVA is uniquely defined by elevation, requiring vineyards to be situated at 1,200 feet or above in the coastal ridges of Mendocino County, making it one of the few AVAs defined primarily by minimum elevation.",warn
4c593fc9-340f-47dc-bddb-65fdc61be7d3,WB-VIT-0187-L2,2,Which level of origin designation in South Africa is most defined by unique terroir characteristics?,"A. Single vineyard
B. Region
C. Wine of Origin districts
D. Estate",C,A,0.72,False,"Single vineyard designations are the most granular and specific level of origin in South Africa's Wine of Origin system, therefore most defined by unique terroir characteristics at the smallest geographic scale.",A,0.82,False,"Single vineyard designations represent the most specific and terroir-defined level of origin in South Africa's Wine of Origin system, capturing the unique characteristics of a specific plot of land, more so than broader regional, district, or estate designations.",pass
0c6959ed-6f0a-4028-bda0-dd256d9b0b21,WB-REG-0215-L2,2,"Which of the following entities underwent a formal name change in the European Union in 2009, specifically to allow the protection of a geographic indication for a sparkling wine style, thereby distinguishing the grape from the appellation-linked name?","A. A white grape variety previously widely known as Prosecco, which was officially renamed to avoid confusion with the protected wine designation
B. A coastal Italian wine zone in the Adriatic region, known for high-volume production of light-bodied white wines
C. A mountainous Italian wine region located in the northwestern Alps, covering approximately 400 hectares of vineyards
D. A red grape variety traditionally grown in northeastern Italy, often used in blends with Raboso and Refosco",A,A,0.85,True,"In 2009, the grape variety Prosecco was officially renamed to Glera to distinguish the grape from the protected Prosecco wine designation, allowing the EU to protect Prosecco as a geographic indication for sparkling wine from specific regions.",A,0.95,True,"In 2009, the EU granted DOC/DOCG protection to Prosecco as a geographic indication, and to prevent the grape variety name from conflicting with the protected appellation, the Glera grape was officially renamed from 'Prosecco' to 'Glera,' separating the variety name from the place-based wine designation.",fail
c396ef5e-001a-4882-bee9-7165f2550a7e,WB-VIT-0207-L2,2,"In which of the following wine-producing nations does the vine-destroying aphid actually exist, manifesting as an exceptionally fragile strain that perishes rapidly within the local earth?","A. Brazilian wine
B. Uruguayan wine
C. Argentine wine
D. Chilean wine",C,D,0.7,False,"Chile is historically known for having phylloxera-free vineyards due to its geographic isolation and strict phytosanitary measures, though the question's phrasing about a 'fragile strain' is unusual and somewhat ambiguous.",D,0.85,False,"Chile is famously considered phylloxera-free due to its geographic isolation (Andes, Atacama Desert, Pacific Ocean, Patagonia), but some accounts note that phylloxera does exist in Chile in an exceptionally weak form that cannot survive in the sandy, dry soils, meaning the vines there largely grow on their own roots ungrafted.",pass
97b52840-76aa-4ea1-992c-a01f900600d4,WB-WMK-0210-L2,2,"A Champagne house's flagship multi-vintage cuvée is said to require roughly two decades from start to finish, including a minimum of six years of bottle maturation in the producer's own cellars before release. Which house is being described?","A. Louis Roederer
B. Bollinger
C. Pol Roger
D. Krug",D,D,0.85,True,"Krug is renowned for its meticulous production of multi-vintage cuvées with exceptionally long aging periods, including their famous Grande Cuvée which undergoes extended cellaring and is known for requiring roughly two decades total production time with minimum six years in their cellars.",D,0.72,True,"Krug Grande Cuvée is renowned for its extraordinarily lengthy production process, with the house known for extended aging and complexity that can span roughly two decades from harvest to release, and Krug is particularly associated with multi-year aging in their cellars before disgorgement and release.",fail
bfcb5b05-1563-4492-99ad-2cef0a1603ea,WB-GRP-0245-L2,2,"When evaluating the authorized grape varieties for distinct California wine regions, one area is specifically noted for allowing the cultivation of Malbec, whereas another authorizes the use of Barbera. Which pair correctly identifies the appellation associated with Malbec, followed by the appellation associated with Barbera?","A. Yucaipa Valley AVA and Sierra Foothills AVA
B. Sierra Foothills AVA and Yucaipa Valley AVA
C. Sierra Foothills AVA and Paso Robles AVA
D. Yucaipa Valley AVA and Lodi AVA",A,A,0.35,True,"This question requires specific knowledge of authorized grape varieties for niche California AVAs that I cannot reliably verify from training data alone, making this an educated guess based on limited regional wine knowledge.",A,0.35,True,"Yucaipa Valley AVA in Southern California is associated with Bordeaux varieties including Malbec, while Sierra Foothills AVA has historically been linked to Italian varieties like Barbera, making this pairing the most plausible guess among the options.",pass
72a93e98-298a-4c1e-baf5-6c388831e0e4,WB-GRP-0233-L2,2,In which of the following countries or US states is Sauvignon blanc NOT widely cultivated?,"A. Australia
B. Chile
C. Italy
D. California",C,C,0.85,True,"While Italy produces excellent white wines, Sauvignon Blanc is not a traditional or widely cultivated variety there compared to the other options, where it is a major commercial grape.",C,0.55,True,"While Italy does grow some Sauvignon blanc (notably in Friuli and Alto Adige), it is far less widely cultivated there compared to Australia, Chile, and California, where it is a major commercial variety — though this is a close call since all options have some Sauvignon blanc presence.",warn
46a71179-8d22-44df-81bf-e3c05522f056,WB-VIT-0210-L2,2,Which American Viticultural Area lies within a narrow inland valley landform part of the Peninsular Ranges and is situated in northern San Diego County?,"A. Chiles Valley AVA
B. Malibu Coast AVA
C. San Pasqual Valley AVA
D. Cole Ranch AVA",C,C,0.85,True,"San Pasqual Valley AVA is a known wine region in northern San Diego County characterized by a narrow inland valley within the Peninsular Ranges, while the other options are located in different California regions (Chiles Valley in Napa, Malibu Coast in Los Angeles/Ventura, and Cole Ranch in Mendocino).",C,0.85,True,San Pasqual Valley AVA is located in northern San Diego County within a narrow inland valley that is part of the Peninsular Ranges geological province.,fail
ca27c5fd-44e3-4ecb-9046-63020b5410c8,WB-BIZ-0170-L2,2,"Which Croatian wine region was the second to receive state protection, achieving this status in 1967, following Dingač?","A. Slavonia
B. Postup
C. Istria
D. Plavac Mali",B,B,0.72,True,"Postup is a renowned red wine region on the Pelješac Peninsula in Dalmatia, Croatia, and is historically significant as one of the earliest protected wine regions; it logically follows Dingač (also on Pelješac) as the second protected region in 1967.",B,0.6,True,"Postup, another Dalmatian wine region producing Plavac Mali on the Pelješac peninsula, is historically cited as the second Croatian wine region to receive state protected designation status after Dingač in 1967.",fail
27cd6fba-dbf1-4844-84e8-a79cf473e9c2,WB-BIZ-0172-L2,2,In which city has the International Organisation of Vine and Wine been headquartered since relocating from Paris in 2022?,"A. Dijon
B. Marseille
C. Bordeaux
D. Lyon",A,A,0.65,True,"Dijon is a major wine region center in Burgundy with significant wine industry infrastructure, making it a logical choice for the OIV headquarters relocation from Paris, though I'm not entirely certain of this 2022 move.",A,0.72,True,"The OIV relocated its headquarters from Paris to Dijon, the capital of Burgundy, which is a symbolically fitting home for the international wine organization.",pass
31cb1ed6-62a4-443c-ba2c-00d235620db9,WB-GRP-0224-L2,2,"Trailing only Chardonnay and Pinot Noir in total vineyard area, which grape variety currently ranks as the third most cultivated vine across the United Kingdom?","A. Bacchus
B. Reichensteiner
C. Müller-Thurgau
D. Seyval Blanc",A,A,0.72,True,"Bacchus is a popular hybrid variety in UK vineyards known for producing crisp white wines and has become increasingly planted in recent years as English wine production has expanded, making it a likely third-ranked variety after Chardonnay and Pinot Noir.",A,0.72,True,"Bacchus has become one of the most widely planted white grape varieties in the UK, particularly in England, and is commonly cited as among the top three cultivated varieties after Chardonnay and Pinot Noir.",fail
8705e12b-1b6c-47ff-976f-65d3afcc8772,WB-VIT-0211-L2,2,"Which viticultural area includes a region known for its expansive vineyard acreage, with over 11,000 acres currently planted, situated within a larger appellation that spans approximately 70,000 acres in California's Central Valley?","A. San Francisco Bay AVA
B. North Coast AVA
C. Central Coast AVA
D. Borden Ranch AVA",D,D,0.65,True,"Borden Ranch AVA is a smaller designated region within a larger Central Valley appellation and fits the description of having significant vineyard acreage (over 11,000 acres) within a much larger ~70,000 acre parent appellation, whereas the other options are larger coastal regions not primarily known for this specific acreage structure.",D,0.45,True,"Borden Ranch AVA is located in California's Central Valley (Sacramento area) within the larger Lodi AVA which spans approximately 100,000+ acres, and Borden Ranch itself has significant vineyard plantings, making it the most plausible match among the options for a Central Valley sub-appellation with large acreage within a larger appellation, though the exact figures are uncertain.",fail
7451f1a6-891c-4fe5-9736-b560242f661c,WB-PRD-0215-L2,2,"An Adelaide Hills winery pioneered the cultivation of Grüner Veltliner in Australia by bringing in three clones from Austria in 2006, followed by an additional three clones or clonal selections three years later. In which year did this second importation take place?","A. 2011
B. 2008
C. 2009
D. 2010",C,C,0.35,True,"The question states the second importation occurred 'three years later' after 2006, which would be 2009, though I have low confidence in this specific historical detail about Adelaide Hills Grüner Veltliner cultivation.",C,0.55,True,"Three years after the initial 2006 importation would be 2009, making C the most logically consistent answer based on the timeline described.",fail
8714ae38-d903-47b9-ad36-3fa03cd24aba,WB-PRD-0218-L2,2,Dürnberg is based in which Austrian winegrowing area?,"A. Kamptal
B. Kremstal
C. Wachau
D. Weinviertel",D,B,0.72,False,"Dürnberg is a notable winery in the Kremstal region of Austria's Danube Valley, known for producing quality white wines.",D,0.55,True,"Dürnberg is a producer I associate with the Weinviertel region of Austria, though I have limited specific recall and moderate confidence in this placement.",warn
4003003e-4d12-4911-9720-83fae4861000,WB-PRD-0214-L2,2,"A Barossa Valley producer is often cited as a driving force behind the early-21st-century revival of rosé, with that style accounting for over 40% of its total output. Which winery fits this description?","A. Torbreck
B. Turkey Flat
C. Rockford
D. Peter Lehmann",B,B,0.72,True,"Turkey Flat is known for producing significant quantities of rosé and has been associated with the modern rosé revival in Barossa Valley, making it the most likely candidate among these producers.",B,0.65,True,"Turkey Flat in the Barossa Valley is well known for its rosé program, with their Rosé being one of their flagship wines and a significant portion of their production, making them a notable contributor to the Australian rosé revival.",warn
e743ad70-4d9a-4620-8bf7-521133d426ef,WB-PRD-0219-L2,2,Which Sauternes estate in Gironde was formerly called Maison Noble de Verdoulet and holds the rank of Deuxième cru classé in the 1855 Bordeaux classification?,"A. Château Coutet
B. Château Filhot
C. Château Suduiraut
D. Château Climens",B,B,0.72,True,"Château Filhot is a well-known Deuxième cru classé in Sauternes and has historical connections to the Verdoulet name, making it the most likely match among these options.",B,0.6,True,"Château Filhot is a Deuxième cru classé Sauternes estate with historical roots going back to an older noble property, and among the options it is the one most associated with a former historic name like Maison Noble de Verdoulet, while Coutet and Climens are in Barsac and Suduiraut is also a possibility but less associated with that specific historical name.",warn
c9271d2c-dd0b-43e4-80cf-608883be0913,WB-BIZ-0175-L2,2,"The Russian legislative assembly sought to prohibit the importation of wines from which country, citing its government's supposedly hostile political stance toward Moscow?","A. Moldova
B. Ukraine
C. Romania
D. Georgia",A,D,0.72,False,"Russia has had significant geopolitical tensions with Georgia, including military conflicts, and has implemented various trade restrictions against Georgian products including wine as political pressure.",D,0.85,False,"Russia banned Georgian wine imports in 2006 (and again threatened bans later) citing political tensions, as Georgia pursued closer ties with NATO and the West, making this a well-known case of Russia using wine trade as a political tool.",pass
1a1d4339-f821-434b-bdcf-c5c30cb2f7cf,WB-BIZ-0176-L2,2,"Following the 2021 legislative updates to the Liquor Products Amendment Act, the South African regulatory body previously operating as the Wine and Spirit Board was officially renamed to what?","A. Wines of South Africa
B. South African Wine Industry Information and Systems
C. Wine Certification Authority
D. National Liquor Authority",C,D,0.35,False,"While I have general knowledge of South African wine regulation, I cannot reliably recall the specific 2021 legislative rename of the Wine and Spirit Board, so this is an educated guess based on the naming pattern suggesting a broader national authority.",C,0.38,True,"The Wine and Spirit Board was the South African body responsible for wine certification, and following legislative updates it was likely renamed to something reflecting its certification function, making 'Wine Certification Authority' a plausible guess, though I have low confidence in this specific detail.",warn
95d2141a-27aa-495c-ad57-fd83193b47ab,WB-VIT-0213-L2,2,"An American Viticultural Area covers roughly 24 square miles of terrain, with about 1,000 acres planted to vines on thin, volcanic-derived soils. Which AVA matches this description?","A. Atlas Peak AVA
B. River Junction AVA
C. Spring Mountain District AVA
D. Mount Veeder AVA",D,A,0.72,False,"Atlas Peak AVA in Napa Valley is known for its volcanic soils, elevated terrain, and relatively small size with limited vineyard acreage, matching the description of thin volcanic-derived soils and approximately 24 square miles with around 1,000 planted acres.",A,0.55,False,"Atlas Peak AVA in Napa Valley is known for its volcanic, rocky soils (tuff and volcanic ash) at higher elevations, and is a relatively small, defined appellation that fits the description of thin volcanic-derived soils with limited planted acreage.",pass
bbdb7727-2148-462b-9cc1-bae951242d6c,WB-GRP-0225-L2,2,"Following a period of rapid expansion in vineyard acreage, which specific vintage stands as the highest-yielding harvest on record for the viticultural sector in the United Kingdom?","A. 2016
B. 2018
C. 2019
D. 2017",B,C,0.45,False,"2018 and 2019 were notably warm years in the UK with good growing conditions, but 2019 is slightly more likely to have been the record-yielding harvest given the exceptional weather that year, though I have low confidence in this specific claim.",B,0.72,True,"The 2018 vintage in the UK is widely recognized as a record-breaking harvest, benefiting from a long, warm, dry summer that produced exceptional yields and quality across English and Welsh vineyards.",fail
e639a1f6-f4ce-4e64-82a9-82c7fd39a386,WB-REG-0217-L2,2,Which appellation has separate DOCG status and distinct production regulations from the larger DOCG that surrounds it?,"A. Corbières
B. Corbières Boutenac
C. Chianti Classico
D. Chianti",C,C,0.85,True,Chianti Classico is a separate DOCG with distinct regulations (including stricter requirements) that is geographically distinct from but surrounded by the larger Chianti DOCG zone.,B,0.72,False,"Corbières Boutenac is a distinct cru appellation within the larger Corbières AOC with its own separate and stricter production regulations, making it the appellation that has separate status and distinct regulations from the larger appellation that surrounds it — though in the Italian context Chianti Classico is also separate from Chianti, the question's phrasing about being 'surrounded by' the larger appellation and having separate DOCG status fits Corbières Boutenac (a cru within Corbières) more precisely as a nested appellation scenario.",fail
a0545836-754c-4540-b508-1eb131515b60,WB-REG-0201-L2,2,Which Virginia American Viticultural Area received federal recognition in 2012?,"A. Rocky Knob AVA
B. Middleburg AVA
C. Shenandoah Valley AVA
D. Monticello AVA",B,B,0.72,True,"Middleburg AVA is a relatively recent Virginia AVA designation that aligns with the 2012 timeframe, though I'm not entirely certain of the exact year among these options.",B,0.7,True,"Middleburg Virginia AVA received federal TTB recognition in 2012, making it one of the newer Virginia AVAs established around that time.",fail
b25677c8-1580-479e-b462-a220f30d2250,WB-GRP-0226-L2,2,Vine researchers consider the Apulia region of southern Italy to be the likely birthplace and primary cultivation area for which of the following white grape varieties?,"A. Falanghina
B. Catarratto
C. Verdeca
D. Greco",C,C,0.72,True,"Verdeca is a white grape variety with strong historical roots in Apulia (Puglia), southern Italy, where it has been cultivated for centuries and is considered indigenous to the region.",C,0.65,True,"Verdeca is a white grape variety considered native to Apulia (Puglia) in southern Italy, where it is primarily cultivated and used notably in Locorotondo and Martina Franca DOC wines.",warn
8db9a8b7-76ba-4557-81e2-bd01c603b1f4,WB-REG-0218-L2,2,Which Italian wine style gained recognition and a guarantee of origin thanks to the efforts of a few noble families in the late 1960s and early 1970s?,"A. Super Tuscan
B. Barolo
C. Calabrian wine
D. Chianti",A,A,0.72,True,"Super Tuscan wines emerged in the late 1960s-1970s when noble Tuscan families like the Antinori began creating high-quality wines outside traditional DOC regulations, eventually gaining recognition as a distinct style, whereas Barolo and Chianti had much earlier established origins and D is too vague.",A,0.55,True,"Super Tuscans emerged in the late 1960s–1970s when noble families like the Antinori created innovative blends outside DOC rules, though the question's mention of 'guarantee of origin' could also point to Chianti Classico's reorganization by noble estates like Ricasoli — however, the Super Tuscan movement is most closely associated with noble family efforts in that specific era.",pass
f989ed98-b33d-4659-bac3-2964cb25d629,WB-REG-0222-L2,2,A Chilean winemaker is planning a new Pinot Noir program and wants to shortlist vineyard sources in areas where that grape is regularly made. Four internal proposals are on the table. Which proposal stays fully aligned with the known regional pattern for this variety in Chile?,"A. Source Pinot Noir only from Limarí, and exclude Leyda and Bío Bío because they are not typical for the grape.
B. Source Pinot Noir from Limarí, Leyda, and Bío Bío for the new program.
C. Keep Leyda only, since neither Limarí nor Bío Bío are commonly associated with Pinot Noir production.
D. Drop Limarí from consideration and focus Pinot Noir on Leyda and Bío Bío because Limarí is not a usual area for it.",B,B,0.75,True,"Limarí, Leyda, and Bío Bío are all established Chilean regions known for producing quality Pinot Noir, particularly in cooler southern and coastal areas where the variety thrives.",B,0.72,True,"Limarí, Leyda, and Bío Bío are all recognized cool-climate regions in Chile where Pinot Noir is regularly produced, making sourcing from all three consistent with the known regional pattern for this variety.",fail
cfb8fbf2-d1b0-4bb6-9bd4-61bb8a7784ea,WB-GRP-0255-L2,2,"Which grape variety is authorized for cultivation in an AVA located within San Diego County, where the permitted varieties include a Rhône red known for bold, spicy profiles?","A. Syrah
B. Barbera
C. Grenache
D. Nebbiolo",A,A,0.72,True,"Syrah is a classic Rhône red variety known for bold, spicy profiles and is commonly authorized in San Diego County AVAs like Ramona, whereas Barbera is Italian, Grenache is more associated with other regions, and Nebbiolo is Piedmontese.",A,0.6,True,"Syrah is a classic Rhône red variety known for bold, spicy profiles and is commonly authorized in Southern California AVAs including those in San Diego County such as Ramona Valley or San Pasqual Valley.",fail
8f0a041b-ce55-4f25-bdea-cef2cb8b37cf,WB-REG-0188-L1,1,"Given the fact, in which country would a traveller find the Other wine region?","A. Uruguay
B. Argentina
C. Spain
D. Mexico",B,A,0.35,False,"I am not confident about a wine region specifically called 'Other,' but Uruguay is known for wine production and this seems like a plausible answer among the options given.",B,0.35,True,"The 'Other' wine region is not a well-known designation I can confidently place, but Argentina has diverse wine regions beyond Mendoza that might be collectively referred to as 'Other,' making it my best guess among the options.",pass
64aa50cb-4816-4300-bfb0-3ce105589c97,WB-PRD-0220-L2,2,True or False: Château Villemaurine is located in the Saint-Émilion wine region.,"A. True
B. False",A,A,0.75,True,"Château Villemaurine is a known wine producer in Saint-Émilion, a prestigious Bordeaux region in France, and has been classified within the Saint-Émilion classification system.",A,0.9,True,"Château Villemaurine is a well-known Grand Cru Classé estate located in Saint-Émilion, Bordeaux, known for its limestone caves and cellars.",fail
f651d861-cf1f-48fd-a2b9-d90b0f2485b4,WB-BIZ-0185-L2,2,A country with roughly 47 litres of wine consumed annually per resident ranks just below the top spot in per-person wine intake. Which country is it?,"A. France
B. Italy
C. Spain
D. Portugal",A,B,0.75,False,"Italy is known to have extremely high per-capita wine consumption, typically ranking second only to Portugal, and 47 litres per person aligns with Italy's historically documented consumption levels.",D,0.55,False,"Portugal consistently ranks among the very highest countries for per-capita wine consumption, often cited around 50+ litres, placing it near or at the top, and ~47 litres fits a position just below the leader.",warn
e3f6c047-4dad-4b58-b91e-4adab89208e3,WB-PRD-0222-L1,1,What wine region is Clos des Jacobins part of?,"A. Wine of Origin
B. Nuits-Saint-Georges AOC
C. Volnay AOC
D. Saint-Émilion",D,D,0.85,True,"Clos des Jacobins is a well-known château and wine producer located in Saint-Émilion, Bordeaux, France, making it part of the Saint-Émilion wine region.",D,0.92,True,"Clos des Jacobins is a Grand Cru estate located in Saint-Émilion, Bordeaux, known for its Merlot-dominant wines.",fail
f80c2016-73da-45b4-9035-000038d68b70,WB-PRD-0221-L2,2,True or False: Clos des Jacobins is located in the Saint-Émilion wine region.,"A. True
B. False",A,A,0.85,True,"Clos des Jacobins is a well-known château in Saint-Émilion, Bordeaux, France, classified as a Grand Cru Classé in the Saint-Émilion classification.",A,0.92,True,"Clos des Jacobins is a Grand Cru Classé estate located in Saint-Émilion, Bordeaux, France.",fail
6672fd4b-a410-49e3-bd51-7323741961b9,WB-BIZ-0187-L2,2,What proportion of the wine sold in Canada is accounted for by domestically produced Canadian wine?,"A. About three-fifths of the market
B. Slightly more than half of the market
C. Less than half of the market
D. Roughly two-thirds of the market",C,C,0.6,True,"Canada has a relatively small domestic wine industry compared to imports, and while regions like Ontario and British Columbia produce quality wines, imported wines (particularly from the US, Europe, and Australia) dominate the Canadian market, suggesting domestic production accounts for less than half.",C,0.55,True,"Canada is a relatively small wine producer and imports a significant volume from countries like France, Italy, Australia, and the US, with domestic Canadian wine generally accounting for less than half of total wine sales in the country.",warn
111db344-8f14-4ac6-b37f-d33fee96da02,WB-REG-0187-L1,1,The fact assigns the Rutherford AVA to which US state?,"A. Arizona
B. Oregon
C. Colorado
D. California",D,D,0.95,True,"Rutherford is a well-known wine region and AVA located in Napa Valley, California, famous for Cabernet Sauvignon production.",D,0.99,True,"Rutherford AVA is a well-known American Viticultural Area located in Napa Valley, California, famous for its Cabernet Sauvignon.",fail
1a74dbc8-baf5-4322-a778-b36604652770,WB-REG-0189-L1,1,"Based on the fact, in which country is the Meursault wine region located?","A. Germany
B. France
C. Lebanon
D. Canada",B,B,0.99,True,"Meursault is a renowned white wine region located in the Côte de Beaune area of Burgundy, France.",B,0.99,True,"Meursault is a famous Burgundy appellation in the Côte de Beaune region of France, renowned for its white wines made from Chardonnay.",fail
96b3884f-e9b8-4765-8b07-c430842c4a46,WB-REG-0190-L1,1,"A buyer is routing a shipment of Sierra Foothills AVA wine. Based on the fact, which US state is the origin?","A. Arizona
B. Oregon
C. California
D. Colorado",C,C,0.95,True,"Sierra Foothills is a well-known AVA (American Viticultural Area) located in the foothills of the Sierra Nevada mountains in California, primarily in Amador and El Dorado counties.",C,0.99,True,"The Sierra Foothills AVA is located in California, encompassing counties along the western slopes of the Sierra Nevada mountain range.",fail
a5ce3978-c1e2-44c0-984b-2851e63280f3,WB-REG-0186-L1,1,The fact assigns the Madera AVA to which US state?,"A. California
B. Oregon
C. Colorado
D. Arizona",A,A,0.95,True,"Madera is a well-known wine AVA located in California's Central Valley, north of Fresno.",A,0.99,True,Madera AVA is located in Madera County in the San Joaquin Valley of California.,fail
eb0f503c-0dbe-4a16-ae3c-a3af6c1b7bc9,WB-REG-0196-L2,2,Identify the broader region containing Chianti Classico.,"A. Tuscany
B. Other
C. Tasmania
D. Veneto",A,A,0.99,True,"Chianti Classico is a renowned wine region located in Tuscany, Italy, specifically in the heart of the Chianti region between Florence and Siena.",A,0.99,True,"Chianti Classico is a DOCG wine region located in the heart of Tuscany, Italy, between Florence and Siena.",fail
d7bfba2f-22f4-4039-963a-7d2dd8ced1cf,WB-REG-0191-L1,1,"A buyer is routing a shipment of Madera AVA wine. Based on the fact, which US state is the origin?","A. Oregon
B. Arizona
C. Colorado
D. California",D,D,0.95,True,"Madera is a well-established AVA (American Viticultural Area) located in California's Central Valley, known for wine production since the 19th century.",D,0.99,True,Madera AVA is a federally recognized American Viticultural Area located in Madera County in the San Joaquin Valley of California.,fail
bbe995a3-cde5-418f-b231-ccefa3a72b72,WB-PRD-0223-L1,1,What wine region is Château Bélair-Monange part of?,"A. Nuits-Saint-Georges AOC
B. Saint-Émilion
C. Wine of Origin
D. Volnay AOC",B,B,0.75,True,"Château Bélair-Monange is a prominent Bordeaux estate located in Saint-Émilion, one of the most prestigious wine regions in France, making this the most likely answer among the options.",B,0.95,True,"Château Bélair-Monange is a Premier Grand Cru Classé estate located in Saint-Émilion, Bordeaux, owned by the Moueix family.",fail
1a8db214-6247-479a-bb0b-b7bf0fae000a,WB-VIT-0188-L2,2,"In vineyard floor management, what is the primary reason that mechanical soil working is typically necessary following the application of water?","A. It prevents the formation of a hard crust that restricts oxygen exchange.
B. It severs shallow feeder roots to encourage deeper root system development.
C. The added moisture prompts dormant unwanted plant seeds to sprout.
D. It incorporates surface-applied fertilizers into the active root zone.",C,A,0.75,False,"Mechanical soil working after irrigation prevents soil crusting that forms when water causes soil particles to compact and seal the surface, which restricts water infiltration and oxygen availability to roots.",A,0.72,False,"After irrigation or rainfall, soil surfaces can form a hard crust (surface sealing/capping) that impedes gas exchange and water infiltration, making mechanical cultivation necessary to break up this crust and restore aeration.",pass
ea5349ac-ae3c-4e4d-b769-d0794e1f28ef,WB-REG-0211-L2,2,In which Greek island group is the Santorini wine region located?,"A. Dodecanese
B. Sporades
C. Ionian Islands
D. Cyclades",D,D,0.95,True,"Santorini is one of the most famous islands in the Cyclades group, located in the southern Aegean Sea, and is renowned for its volcanic wines.",D,0.99,True,"Santorini (Thira) is part of the Cyclades island group in the Aegean Sea, known for its volcanic soils and the indigenous Assyrtiko grape.",fail
a2b44299-bcba-4f96-b943-248c945c6507,WB-REG-0195-L2,2,Which region of origin is Recioto di Soave part of?,"A. Costa
B. Veneto
C. Nice
D. Victoria",B,B,0.95,True,"Recioto di Soave is a sweet wine from the Soave region in Veneto, northeastern Italy, making Veneto the correct region of origin.",B,0.99,True,Recioto di Soave is a sweet DOCG wine made from Garganega grapes in the Soave area of the Veneto region in northeastern Italy.,fail
6eebb2d2-f72d-4952-a8e1-b7ccbd4bbe1a,WB-BIZ-0178-L2,2,Which Italian wine consortium represents a collective of more than 200 individual producers dedicated to a single DOCG appellation in Tuscany?,"A. Consorzio Tutela Barolo e Barbaresco
B. Consorzio Vino Chianti Classico
C. Consorzio del Vino Brunello di Montalcino
D. Consorzio per la Tutela del Vino Vernaccia di San Gimignano",C,C,0.75,True,"Consorzio del Vino Brunello di Montalcino is a well-established Tuscan consortium representing a single DOCG appellation with a large collective of producers, while option A is Piedmont-based, B is Chianti Classico (which is larger/broader), and D is a smaller single-wine consortium.",C,0.72,True,The Consorzio del Vino Brunello di Montalcino is well known for representing a large collective of producers (reportedly over 200) dedicated exclusively to the single DOCG appellation of Brunello di Montalcino in Tuscany.,pass
554aa8a8-eef0-4f45-a246-b1c6bdfb48e2,WB-REG-0224-L2,2,"A winemaker is planning a small Canadian release and wants the project to align with three internal benchmarks from past review data: it should use a grape that is regularly made in British Columbia, fit within the set of varieties already represented in Canadian review samples, and be positioned around the country's typical review performance of about 89.4/100 rather than as an outlier style. Which plan best matches those constraints?","A. Produce a Cabernet Franc from British Columbia as one of the varieties already seen in Canadian review data, and target quality near 89.4 points.
B. Produce a Cabernet Franc outside Canada, while using the 89.4-point figure as the expected national benchmark for that non-Canadian wine.
C. Produce a Canadian wine from a grape not included among the 31 varieties represented in Canadian review data, and still treat it as fully aligned with those review-set benchmarks.
D. Avoid Cabernet Franc in British Columbia because Canadian review data imply that region is not associated with that grape, even though the target remains 89.4 points.",A,A,0.85,True,"Option A directly satisfies all three constraints: Cabernet Franc is a well-established variety in British Columbia, it would be part of the existing Canadian review dataset, and targeting 89.4 points aligns with the stated national benchmark rather than pursuing an outlier style.",A,0.85,True,"Option A satisfies all three benchmarks: Cabernet Franc is indeed grown and produced in British Columbia, it is a variety represented in Canadian wine review data, and targeting 89.4 points aligns with the stated typical Canadian review performance rather than positioning the wine as an outlier.",fail
a00bd152-b705-4a95-bc8c-25d7ec53d43c,WB-REG-0204-L2,2,"A wine from the Veneto region, made from dried red grapes and known for its rich, full-bodied style, was elevated to Italy's highest quality classification in 2009. Which wine received this status at that time?","A. Recioto di Gambellara
B. Bardolino Superiore
C. Soave Superiore
D. Amarone della Valpolicella",D,D,0.85,True,"Amarone della Valpolicella is a renowned Veneto wine made from dried red grapes with a rich, full-bodied style that was elevated to DOCG (Italy's highest classification) in 2009, matching all the criteria in the question.",D,0.95,True,"Amarone della Valpolicella, made from dried (appassimento) red grapes in the Veneto, was elevated to DOCG status in 2009, matching all criteria in the question.",fail
50108d32-f809-435f-9520-afa9430f8f8f,WB-WMK-0188-L2,2,"Which white grape variety is typically processed in Australia using cool fermentation in inert vessels, protected from oxygen exposure, and bottled relatively soon after fermentation?","A. Semillon
B. Riesling
C. Sauvignon Blanc
D. Chardonnay",B,C,0.75,False,"Sauvignon Blanc is characteristically made with cool fermentation in inert vessels and early bottling to preserve fresh, aromatic characteristics, which is the standard modern approach for this variety in Australia.",C,0.72,False,"Sauvignon Blanc is typically vinified in a reductive, cool-fermentation style in inert vessels with minimal oxygen exposure to preserve its fresh, aromatic fruit characters, and is bottled early for early drinking — this approach is standard in Australia and globally for this variety.",pass
